Date,W,SW,MW,SE,NE
198113,-0.07481901609645547,0.972223813246444,4.947674962856411,2.8585876105571515,4.901454557140028
198114,-1.428589443852161,0.6236930806493888,3.1538018060687705,1.8409228089430485,4.827473561468196
198115,0.9866939064647227,2.910931028808477,3.219603399498851,3.851408239631212,1.8460343401685009
198116,2.2994156992240846,1.7926177125694949,1.5692475537726978,2.028240178383612,-2.173718022540527
198117,3.6884402285118085,2.3667284848503414,2.7005553451392075,2.0547364788850473,0.04243366001441018
198118,1.8672074984390292,1.2516753190830059,0.4512309140885691,0.4382402089833022,0.7724850513225192
198119,-1.681654336365284,-1.3288835609970988,-3.8734706492906525,-2.3044511255096154,-0.9469156863040098
198120,-1.9666159953877695,-2.3483158040025955,-2.5363145403987915,-1.7227286773148762,-2.2855334560255756
198121,0.027658166265382533,-0.18783017796187096,0.18368184935405907,-0.4875685804037744,2.424528678930244
198122,1.1748368481291322,-0.4271837154865352,-0.1996053886811069,0.9969388196261093,0.7156193324172477
198123,1.5621592189856415,2.254574597416081,1.540187992035328,1.7800234525352607,0.7450424291518516
198124,-2.72477292914175,-0.49406335108920985,-0.07760359685573803,2.0890304114460037,1.624853267969172
198125,1.0480774210034838,2.5507536279109218,-1.4815441663769775,1.891277888175125,0.02950368036687223
198126,2.0280135113265487,0.12462220423140025,-0.15213345223486385,-0.13121825983807867,-0.7673570598622632
198127,1.5437375477579849,0.3203827044392824,1.5712299451137142,-0.5158691217898763,1.519156241871201
198128,0.07635530429195114,-0.2031816501847743,2.425243825904147,2.4579741150278664,1.590118020926468
198129,0.7695813263462696,1.3632633281459334,0.07107071000137921,1.8508997161017646,0.4964628078344049
198130,-0.3975370718952149,0.23942966191964388,-2.7824737542797493,1.4575667853524124,-2.0534429563957133
198131,-0.14853624765390805,0.24487240310537572,0.2439917270680212,-0.4918713925903262,0.24504446128310065
198132,1.60369268275997,-1.3830784188025973,-1.2961516085528046,0.2889317597578156,0.17680461685728233
198133,1.2053038439972283,-1.7846858001283863,-1.7132846006790032,-0.3166939486791307,-1.479276641986246
198134,1.4409524050863638,-0.18843190679541522,-0.1738328696507665,-1.7601783873383852,-0.6358607058228927
198135,0.8992604482957063,0.26254173188965524,-0.0864693431853425,-0.21296264671087783,0.6252242787617206
198136,0.6368357612989826,-1.408517894175361,-1.173942350532002,-0.31481566987395126,0.03818707489284634
198137,3.1196517143949904,0.20764075128408876,0.8852831067044917,0.6763841293484347,0.4050165845246738
198138,1.6367453524177336,-1.0338826476664735,-2.4385053818916163,-3.2594683808515583,-3.3655853426265594
198139,-1.294201912688436,2.371962328175698,-0.25463946935025206,0.7771204863244634,-2.9271083416840042
198140,-1.5753096951004295,0.4681610527644011,-2.526319526578334,0.08440898436975885,-3.729738282459266
198141,-4.089843149849287,0.26010978504842797,-0.1918474777507413,-1.479931521209835,-3.9880315302639815
198142,-0.8909971654341575,-0.10872940456044944,-1.3242055356327,-0.5422595829577972,-1.7957654170164687
198143,0.5074451727757605,-2.878598174605031,-4.317831293494692,-1.567826323022814,-0.18524581178917288
198144,1.5096385905277998,-0.18825717333197645,4.7140236310480645,2.20035685004774,-0.05441298164731734
198145,3.3669174839363905,0.315666697353322,1.4402163714619292,0.6120973051274063,-0.2164260629363639
198146,4.054113144677046,4.536168587993473,4.980221102117241,0.04380870329714526,0.38695126412432046
198147,1.6796555318805417,2.450428105867502,-0.43064194985799986,-1.7577789184453536,-1.2083481574237567
198148,-1.9232222420102403,0.13749176280043685,0.5442497551825909,1.9467540334117075,-0.7363320321261995
198149,4.4709211101588835,3.31426391916159,1.965353469612353,-1.021932249212398,0.185201220660133
198150,2.4206165807900106,2.4929546653211787,-0.8650775651865956,-3.9988737936507164,-1.3020058025725803
198151,1.1023499837248778,-0.3996496383713861,-2.886013657646515,-3.954548098555449,-3.202694819446151
198152,-1.8958152006559317,-0.5048463799719798,-1.6858026403904205,-0.2513434080839261,0.5330914367043533
198201,-5.832835625617747,0.39753411278258,-5.0453404087634794,3.200555916320752,1.1583584749029683
198202,-2.7165273064808275,-5.280304811152689,-11.038055929236862,-8.337860442943736,-9.128181344706036
198203,-2.03541690431706,1.1957320075471785,-7.163067566836105,-2.2107244295019086,-8.407488755724103
198204,-0.7828738950555021,2.060622963460389,-4.38707642668038,-1.0863251413657053,-7.384075459092969
198205,-3.804517882324035,-2.2240101824187377,-6.335179247583369,2.111186382590688,1.9544140076077952
198206,-7.864363992650624,-5.829006073130529,-9.577491222342474,-2.2761405926918883,-2.784755413238031
198207,2.374042371116957,1.3003237716151261,1.184356957228033,1.8015680801370877,-0.9774470451477555
198208,2.5400405193412894,4.091647966514984,3.1003434413809714,2.1169428265124566,-0.6641546255954154
198209,0.8794890612378481,-0.37382241672446526,-1.7408443255723682,-1.480295101607112,-5.263031828172586
198210,0.44945191132467244,-0.5951616342971988,-4.427919405498642,-1.0907168244348213,-1.3434437424911039
198211,-1.1090746725528788,3.5832968009185606,3.0442589409968264,5.946800170468805,1.8576323129835828
198212,-2.4589896032820775,-0.03324109882993298,-0.6993067353828906,3.3342361660281767,1.5998885352125853
198213,-1.9259258501749628,-1.7039375849187763,-0.9341733875948535,-2.1454782423723486,-1.5609781212695566
198214,-5.234406345399691,-0.35139907658629,-6.521407880123149,-2.0440202999515122,-6.674086593858817
198215,-0.6797517014140908,1.3687969216961733,-0.2693942628538366,-1.6156375624520933,-3.005969707726308
198216,-3.364460443239466,-2.1105300265161873,-1.324845769544254,0.27578875607878217,1.3117971815801184
198217,0.7227165671810667,-1.6528820474846952,-0.47547788571625915,-1.9599609362242063,0.8580410193395096
198218,0.47349981331524305,-1.1543415561816346,2.571097654881271,0.39605677761932156,1.534486786706509
198219,-3.024955361796799,-2.0249061522656007,0.9114871637055444,0.47451504115161924,1.7120491426732656
198220,-0.6368668721754602,-0.39709076272248467,1.8801445241305714,1.7461925018181432,2.002844532650215
198221,1.1580410934190581,-0.1730432799100754,-1.1787239295894096,1.063661548075629,-0.42761440059632605
198222,-3.5685259979890134,-0.6750197765242092,-2.4607739553084684,1.4854307862108271,1.3772133144523195
198223,-3.2749842298836143,0.184082313005149,-2.3638229810892994,0.4693604481063858,-1.8394913476586225
198224,0.38444239148742554,-0.5735987707047343,-2.592147283300335,-0.6467629056905935,-2.435306585921694
198225,0.9153076632551347,-0.7837615078366866,-3.3589843551103513,-1.0836782014747541,-2.604650753630267
198226,-0.7537255418441191,0.1658317392278832,-1.9984415852359234,-0.629682418029347,-1.4100098885651846
198227,-3.449241694190846,-0.806295892173921,0.6638173513975403,0.28829403678236076,-1.442779856704533
198228,-0.35973932839226563,0.5894198182807031,-0.30795338975320874,-0.0652840720137533,1.1621770357412515
198229,-0.1532445508854039,1.0730917507939353,1.3100509698531368,0.4823247391144605,2.0520218201860985
198230,-0.10353363239107694,0.08865717586149913,0.142323485066413,0.3745685730432342,0.0797039164494322
198231,-0.7303740207918281,-0.2571287022614115,1.3648970571476866,-0.0067272851856046145,-0.4914845962138088
198232,-0.05579204313232822,-0.36009878515551463,-1.9860433249019138,-0.6530228652630967,-0.8407878005519365
198233,0.12839747927529288,0.949364820093308,0.748541057649561,-0.8633768684405823,-0.6747180586531272
198234,1.5170716656762124,0.6132458416591362,-0.9934572209829184,0.26349677594907917,-2.0349919588650778
198235,0.2626573726163315,2.0976905380552466,-1.3790418932578632,0.20349593910373187,-2.268330952988663
198236,1.95720814548514,0.9716452644494211,-0.1385412305676823,-0.9688778838092276,-1.3407453608085689
198237,-5.507982566223632,-0.3954258063273528,-0.4151900993348363,1.2102678598941452,3.2483585006242492
198238,-0.1597001709368442,-0.3687352594701565,-3.2545501089173854,-1.5733302993820075,-1.9574195671809775
198239,-2.9389428068471943,1.1264179500402633,-0.32364797290671277,-1.443919576311714,0.6948597989591576
198240,-3.6495030592229227,2.010073357576971,1.2269854564013372,2.870030992722718,2.3639730821877265
198241,-2.3313620710538885,-3.316812987356627,-0.9252120842792806,1.6232199748073413,0.20688699899494623
198242,-0.2143710913953214,0.46209860677919323,-1.2163269075206244,-1.5870328368545188,-0.9785195266360347
198243,1.296599082983903,0.46622105084389887,1.6092265545708528,-3.580388511556748,-1.6711092682403432
198244,-1.835621318892379,0.3076126747931198,1.5491818259542356,3.409236949245212,7.497458550595184
198245,-1.3423793370562294,1.7555461393006908,-0.10955194837896443,-1.463533789022847,0.34699900453097143
198246,-1.7592471845263162,-2.297992267681707,-2.8597391440708293,-1.7832574386111446,0.5719587490706317
198247,-2.820010472201659,0.6494110470623582,0.7514599454757445,3.791912426514102,4.297916278920525
198248,0.3149186520813032,-0.5819738780367629,2.754397536713043,5.173248553243923,1.850865849296497
198249,-0.2780096240495027,-0.737657911629185,1.9585635956663623,5.133138907060868,7.523223471417566
198250,0.7857678948226408,-1.934653061486415,-0.884962440372135,-1.81186381224677,-1.66262486765811
198251,2.986552489073631,4.4413839548832925,4.903078697899048,0.037417648998484765,-0.6163425977095471
198252,-4.2141673935227,-3.4209402191595473,2.1207569560163506,5.906312690434561,7.391674699736939
198301,1.9602764379000632,-1.2257909729035532,2.6849816582690664,0.3180796229125349,2.61572367228581
198302,3.961126501372007,3.2699436554756858,3.8304120412640827,1.2754949302013756,3.427883734254351
198303,1.6832949112335882,-0.6085310643759385,-1.275201106458269,-4.105246619436173,-3.64929552342403
198304,1.373341701124275,-0.6484661940227738,0.8662786966626754,-0.8561154823219681,2.6354181683287834
198305,-1.563385323002251,-1.1079337563950844,-0.28805116247497153,1.9281874688904281,5.544952859691307
198306,-0.05824238358070488,-0.5907629720857699,-0.8193190447260008,-1.9876951494457558,-3.823292253947443
198307,3.2502229482325333,1.7777141976332018,5.303091410654815,-0.19875045435338734,1.390455258327279
198308,3.204659750164467,1.9242521356677003,5.045893110960549,3.159989181791957,4.29777382622251
198309,2.8223298889229795,2.264650297332537,7.188626586113571,1.1244008937126182,3.876746356771662
198310,2.7540615915520448,1.0020290038484632,2.3806006041135674,2.142701856116105,4.645755584549477
198311,0.309608825563771,0.11495775162313748,2.137414581073415,0.15550800065892645,3.4153873274891566
198312,-2.8033927144337554,-5.183237478191188,-4.9429325096975845,-4.065368836196342,-0.5035794868610992
198313,-1.2998846666370696,-1.3774636199967745,-1.3280030709868242,-2.946762460704065,-2.25737979156105
198314,-3.9798416788253235,-6.220717127377952,-2.3966955631697715,0.6518183397866437,2.130649495064347
198315,-4.014767978478119,-4.0014732964475,-2.5487697880955693,-0.6898686862373893,0.7196669807270268
198316,0.9203245060571135,-1.5385803555603843,-3.4908942790578408,-6.330785911997566,-3.2722698364873395
198317,-1.7443938843999263,0.30987297771980593,0.6996606044685336,-1.0808920916279021,1.5404460329515928
198318,-2.1815197806331525,-0.30688967965937763,-0.5684581995197391,0.3104748082744777,3.2388637277815064
198319,-4.0658334851597715,-0.37266160634192147,-1.1303902569442243,-0.8568423193046897,-2.110800443654057
198320,-3.169337530200721,-3.1296215315970244,-4.019280255900981,-1.177040402558987,-1.8442841458128214
198321,4.267462910411837,0.5582637082633255,-1.112017602632477,-0.6462559155073109,-0.8054550766593138
198322,1.0589215726606085,-1.021353490763488,-2.990170424198652,-1.637699489996578,-2.231398639527754
198323,0.2740802762707517,-1.204256220546938,-1.691516594598795,-1.2395702802658661,-1.4770134330345854
198324,-1.6150936152110376,-0.769343947416246,0.21098371887910616,-0.4005751127039048,4.0832617806868825
198325,-0.9870916696858671,1.146206737693035,2.0068264815388943,-0.6055430066645613,2.9585945733213634
198326,-1.7343777089610057,0.3148320515509795,0.5792702237736762,0.2202188157417595,-0.39965687403645234
198327,-0.8648258492017362,0.779417330001138,0.05585590765326742,-0.4121820915518697,1.3975308052840774
198328,-1.2618181973413698,-0.17389342699829058,3.036381208481373,1.1817315581610046,-0.051485575614606205
198329,-1.2473389514155997,0.23865525550417033,3.639661581517487,2.3622692609848173,1.8601178184006812
198330,-1.1744033355219017,1.0869876367932534,2.3449033689072394,1.5910021163887222,0.8010008423236172
198331,1.592206976012676,0.7600087973615928,3.3647610595126025,0.8848066426055539,2.4382347369651143
198332,1.9034397005548271,0.07907348136416203,2.7271127045332264,1.8054916639179623,0.6363382907327946
198333,0.4127980862103868,0.8047583551973503,4.0547262692469985,0.7514923226457313,0.4667314170476402
198334,-1.1676474318817327,0.6871298540775683,4.25616842878469,4.0432833423298575,1.5181304192357743
198335,1.6993461957562204,2.6933740299012925,5.307808079693018,2.5506145388233676,2.9286585914856573
198336,-0.21342033788425852,2.5634844431392025,4.187437211458587,2.613834542626023,4.616174802182741
198337,0.9852780522941202,1.8975147129369816,-0.7490902429604489,1.436114599598568,1.1821960710699386
198338,-2.239197231224921,-0.5393647223481253,-3.356875116986828,-0.6590121373952229,1.8178376626606791
198339,-0.5658936166631747,0.5088085416229546,2.9253928441946186,-1.7758953103011663,-0.2704871375702851
198340,-1.1031675715049687,1.489775174560748,2.1820576098014612,2.1099372393136946,3.863285519611509
198341,-0.2502291492548352,0.1939126164182312,-1.3225976327696003,0.768482521958731,1.6331945974380346
198342,0.005146272536876495,1.5289658610896595,0.20347281198974088,2.5330317667196027,-1.6576066194596137
198343,3.5979321892767757,0.6227821203192434,2.8419527734588996,-0.2282078620726793,-1.5384138049631133
198344,4.809943715554368,4.324375857772111,4.2611200206058015,2.699141435348338,0.31897714428674817
198345,1.1745754245600892,1.3370298825951181,1.9223979573365568,-0.20518650751284895,1.223477460965114
198346,1.3795492290639118,2.3843799981141274,0.7121947849503272,-1.9376630961050978,-2.072737030918802
198347,-2.6492811028489314,-0.8612166367612417,2.1093739700883702,2.9186184487003857,3.2088775795453444
198348,-3.4711913744699245,-2.923918283830062,-2.6400314694936355,0.14094043497664188,0.7839742298211263
198349,-1.5723184063908207,0.2055402652301268,-3.1565290911176476,1.7593004468848221,-0.5820720541445326
198350,0.4131167956436457,0.4688641691797102,-2.4573242023284934,1.6411195791018827,3.4365209826059413
198351,-8.541264709823793,-5.902083311031788,-13.811580404020901,-3.4480538876948117,-4.549251858857531
198352,-3.795893761346406,-7.052364007949961,-10.151658693195657,-10.435686577824072,-6.386949482515206
198401,3.261834182871098,1.5797604081766963,4.296094205070972,-1.0308489400084113,1.5891447286109042
198402,-0.4956609991069172,-1.3691439798421925,-2.5807827168464996,-1.1585780162425863,-5.162996409924631
198403,-7.151895409105748,-6.511348806118065,-8.67322756883533,-4.9493703047367035,-5.278897907899932
198404,1.4724183423829231,-0.14936002680042293,2.2949315262059145,0.09875261554390136,0.2208347276550171
198405,2.098125841260128,2.217194626607636,3.835036548225048,0.7281356343237348,0.9104072882423679
198406,1.851471758189291,1.9236829423836639,1.5178704632224935,-0.9336073658419082,0.4060719155922925
198407,-0.251700051134776,2.2054592554102896,7.515638337829728,6.387222262957209,9.077183835179085
198408,-1.274315980492645,-0.8769769237108562,5.1223300232850875,2.3997567733209166,6.7684466825057825
198409,0.12381650945059164,-1.1988603581691564,-0.9116031076341642,-3.453708692862847,-2.591710984937265
198410,0.0399983271645965,-2.287264120535326,-5.071028732830314,-2.760334045632817,-5.826031855269832
198411,0.5404491034980765,3.1479655659748005,-3.4960589707812346,0.8588618500414782,-4.6464775810619585
198412,0.7214852884563356,-0.5815670010611029,-1.281234983135164,0.6344762034401583,0.31327125973206194
198413,-2.219254976646255,-1.933672012310808,-1.0487634077122152,-0.8910094242835385,-1.957670721172974
198414,-1.2956019455865544,-2.0864149890538215,0.23905988197611805,-1.482415886634385,1.6873991497780025
198415,-1.2592872676766547,0.494233086350107,1.0077641223900855,-0.14434475944955238,-0.8372443532730927
198416,0.719660990837383,-0.19026671471027612,-0.6200931536855023,-2.0053627494409625,0.12459880593564776
198417,-4.685657848588846,-1.150650830533209,0.055845263428125236,0.7619520982259473,0.050766185156533084
198418,-3.7994379895773136,-0.14889993652951716,-3.2206632428490707,0.970300263284912,0.21114951915416214
198419,-0.13967679822167156,1.610365424292354,-1.7423583185512825,-0.14206331793775462,-0.08750316069364317
198420,1.0803283048917933,0.9878259029902097,0.9080896544962798,-1.3208945353803756,-3.6482181593722203
198421,0.1657587506923619,2.724553620777101,-0.13945250450382218,0.7008359990206259,2.5254961288113122
198422,1.5909613115137518,-0.017640024219645056,-2.5275506259064286,-3.385981230358027,-2.765254732532412
198423,-4.226070756400418,-0.5799325455511735,1.6907692872343887,0.8579859449075684,3.281888178886959
198424,-1.739089570105591,0.22075723761497557,0.14127149399223526,1.5355804762523348,2.082640170553418
198425,-0.779860941652089,0.9938503601544539,1.2916438239889771,1.560065314692281,-0.15491877112583552
198426,2.0744388159428695,1.2047308265299534,-0.3125423488332899,-0.2500551459357325,-1.0213142976666632
198427,1.6576930015380071,1.0748493352546689,-0.9148735522120433,-0.32860841584090394,1.1725805261548885
198428,0.6657621694899944,0.529352843181357,1.5419818803055136,0.4403196398637874,-0.517125960354349
198429,1.3427937001761734,0.24279430744576302,0.1574785164490322,-0.8368786620599167,0.25458901325032457
198430,-0.7071826195595463,-1.4396269773294534,0.26093144398987533,-0.7560587572256168,-0.7243942252864031
198431,-0.6553468440402526,-1.2704918798990548,0.906217676335416,-2.149469546287321,1.0359960214661896
198432,0.937741589610539,-1.446830711785367,2.557059073778248,0.031300674619103575,2.709091178323604
198433,0.5519396872575157,-1.2254966341631075,2.5950206598740237,0.2917155099594311,1.795734143163429
198434,-0.4503205660132039,0.08152979833863583,-0.1498365254348073,-0.8045299793997742,-1.254131750727879
198435,0.19354037331311247,1.9413034642608409,3.6040821998078627,0.46333567498231787,1.8107720668263596
198436,-0.0012660154701507054,-0.4959298883571819,-0.6949789853472907,-1.4367053159552938,-2.5501848374374276
198437,-0.35067366077129236,2.1696826812122367,-0.3461624310494358,1.5902467131610933,0.39747180912701197
198438,2.076088607508666,0.09212932801722218,1.39660258436993,-1.6014658958642372,-1.4074147215861785
198439,-4.682023337321539,-2.322126822690734,-4.996989896733908,-0.349736285260974,0.34876396446526314
198440,0.10722541281336362,-2.1644397810756004,0.31538401825963547,-2.5997009767743293,-3.7893877464063053
198441,1.548269085355912,1.4748039392534338,4.580166715509222,2.1785178669106244,2.119234242035816
198442,-7.171961969458323,-1.6057372084031272,0.7548129156355117,4.6831885561964555,4.344795351417645
198443,-4.166005710909587,-3.5462468665008373,0.19400413534850713,5.1012153275484025,3.9242986583860215
198444,-2.387080720170843,1.8611393235439664,-1.6179537778915574,5.373972355569492,3.6553379404137445
198445,-0.5682145428788203,2.154139051843117,1.958153620701239,0.15339818340828515,0.9820402098200134
198446,0.7371877257508004,1.1445824062392376,0.03332217389339576,-2.316667519636951,1.0747150953972664
198447,0.9277917602162233,-3.3458196070644703,-0.6114903023997158,-3.4087385009019044,-2.4663188301168475
198448,-2.0155607719479463,-1.5241784141683183,3.028983352617786,1.4117200983657199,4.919658817125139
198449,-1.4993833392627494,-2.509302554621854,-2.2274482120727157,-3.18415328396469,-0.9102109539669527
198450,-0.6371669628897507,2.7316557518342393,3.799499221306519,5.253779655569758,3.7602740552731575
198451,-4.187003654904231,2.386614803793236,0.9150234415021146,8.515615800962621,5.51168016148182
198452,-1.2441384707515226,3.3899591455008817,-0.08827197287456556,6.895053379435183,3.850686779865896
198501,-0.9263692732849336,-2.627017427740725,0.39695358721974117,0.30508633372687655,1.473380705441798
198502,-2.207085388169048,-3.53526919941379,-3.1083158189608184,-3.2070137577998707,-3.799802638661106
198503,0.5541956267564387,-2.1218312574288234,-5.937856785815427,-6.036196761319275,-4.787211900127261
198504,-1.7972246553893,-1.326128483753564,-2.3880864960053714,-5.315847558358996,-1.586258806502542
198505,-10.01433266631284,-7.414220540900317,-9.362147244037885,-3.5388324352555856,-2.1843372224798827
198506,-5.348793053833219,-3.838976198911837,-5.710782151322007,-4.467193656200607,-4.9215741910537645
198507,1.2995360015822257,0.9143086158844085,-2.107816981380438,-4.292862891747916,1.9511218689488032
198508,0.8738822947592553,1.7956057694708534,4.5990978312200355,4.117287493068943,5.6544301228794325
198509,-1.4827846775577314,0.8942439174306855,1.5893132242389925,2.5322011313364214,2.014787313067245
198510,-0.9435096933110003,3.0719311259113624,2.267342811556773,2.6057871420247807,1.573594179709005
198511,1.4333229227265178,-1.018799258246304,2.0094422327698567,0.3777588413092303,0.6228138366163307
198512,0.353785811275543,0.07437798662942896,2.441140695737147,-0.8797356219455992,-1.3005346541202698
198513,-3.0626726792810928,-0.6008045570050058,1.0620627308338157,3.1786006310052244,2.5824081330159743
198514,3.0282608273871574,1.6207009839175726,-0.7947698147813185,-0.3828123657236233,0.7915486352264907
198515,6.182221819155757,2.3664885662396955,2.631981820174815,-1.1041967956867325,-1.3763212076901823
198516,-0.6839184200617296,1.8639420844423285,7.057445836034049,3.606206361311081,3.750776114483074
198517,-1.429057448179094,-0.42897393342667556,2.1212549756900785,3.6899444721250916,3.108614255056523
198518,3.5619782306818024,1.573652258087634,3.254889449513655,0.6875425649172939,0.756393754373164
198519,-0.8730857809536587,0.9500615209437342,3.6075229379421785,1.5293548218376145,1.965749881956981
198520,1.1030492132559289,-1.187245147611634,-0.36286628936079524,0.06411606032384043,0.17400411841720143
198521,2.9012907406155932,0.1600476114273306,1.02976012983612,-0.2235381072368341,1.243683491228012
198522,-2.172618296783128,1.4749865622213747,-0.8269078795719338,2.1367283883514006,0.3224162500675902
198523,1.9775036168756515,1.5486624379594787,-0.29034978722575033,2.857010832655021,-0.960609465549112
198524,2.7275298915148483,0.9829138532672914,-3.0800093630401193,-1.468317838686687,-3.126088560710002
198525,2.309563352958321,0.0213001100083261,-1.6787345844079482,-0.7004279159303337,-0.9233305412741402
