Date,W,SW,MW,SE,NE
198001,1.0377918705142974,0.701990234442917,0.28070558688955316,-1.7040546605896338,-1.3972839469537348
198002,0.7027090610278037,2.5914400518675507,-1.2861900858612785,1.5907803752809286,1.6866902410981197
198003,0.14380138584272117,3.6289617361347837,4.487431043401216,4.845282227422842,4.55288457851367
198004,-3.14018124402196,-1.0750654212272366,-3.1950643298268915,0.83860087998778,-1.2254428255766356
198005,-1.0238351824094138,-1.4206589302745556,-4.888593666810323,-6.223711191786094,-5.890222080162687
198006,0.219512267663049,-2.249435419709698,-1.4539637369250045,-4.964850472177716,-2.1916665758386102
198007,-0.06804908061559445,-1.5542578145355037,-3.8907482425099147,-3.314091326932953,-1.467903961331217
198008,1.2759045302674394,2.428502031162054,1.4582226683443764,3.7338296030512197,2.9902781845192976
198009,2.8922941203956043,-1.3710884716958276,-6.08911619975521,-6.906758185084868,-8.223334652618291
198010,-1.248926510697288,0.6205317721169763,-3.882917528212886,1.1377124181603335,1.3520475055112229
198011,-1.0741228712868747,0.22966893926934517,-1.8449389095229094,-0.8437802308181972,-3.5751001389027124
198012,-1.3577525558085313,-1.8369014669410717,-0.5020552041054884,-0.7426502234004033,2.2329625404618696
198013,-3.266445850612115,-3.334941040503111,-1.6114605770355865,-0.5455108977224654,1.599655316886583
198014,-2.774034621491694,-1.1827466905493225,1.0050030806433483,0.1464000589659804,1.6434719008182128
198015,-0.48241834188360144,-3.6976321247910846,-2.9716009811478443,-0.09261748659690738,2.6191984200082743
198016,4.680363272965906,1.2573456283762425,3.3200537906965337,-1.700753609218566,-0.17046008115994482
198017,2.0276053239991256,-2.2807310654172284,0.7318914979381361,0.23042783908329056,-0.2715406290699889
198018,2.4497210951444686,-1.3124520338176922,4.25563060098068,-1.1005617245351687,1.2992431432303988
198019,-1.63620649634737,-0.7690430242731168,-2.4204225914191966,-0.9284522626066405,-0.9985687577939757
198020,-0.9452899404277559,-2.5378299031298184,-1.9277807630924144,0.08680112549507157,0.17749740806453929
198021,-0.7178560457709295,-1.0166584271063925,3.523654151583287,-0.14913941028663658,1.7321821339060648
198022,-2.8704605695123178,-0.3391184686902875,1.8319537089909659,0.5424783585416435,-0.16444565936433264
198023,-2.065472584437714,1.433341687118741,0.29554949538595565,0.6429489000065018,-1.9868677254884233
198024,-0.5614084481423447,1.4523759413774542,-0.3844277909411744,-1.2405321809112024,-3.9174100854988865
198025,1.1895370761765207,2.7577469719692544,-1.1196641384995587,-1.1884056506463025,-2.490295808621397
198026,0.060148466329906114,4.682725461511268,1.9898950741376211,0.6662852225274492,0.761757709788867
198027,-0.31880372589660055,3.03279046452667,2.142126805128214,2.0231102103472836,-1.1014129608055327
198028,-0.009965513628742428,2.4655707872038306,4.586064481954622,3.384876711472714,-0.9737002532808674
198029,0.21784462998567733,2.982910033101632,3.1034347235072346,2.9055187582702615,3.2149990026494493
198030,2.8745680503942594,1.753129450787867,-0.04325959562913795,-0.4180840050353254,1.0474718509637455
198031,1.0433845345988288,1.9094442542146908,2.458758069123917,1.9635883791169704,1.6065751455601003
198032,0.24264687807306018,1.1229032423170224,1.856937178296164,2.6726182358900132,2.8273119036163052
198033,-1.4774445640228464,-0.754982901058554,-0.8813024575666191,1.5734413333451585,-0.6226159899968593
198034,-2.2479025544241154,0.14133682058047725,1.8441043179785765,1.5543605477533902,0.9915869386792338
198035,-2.912543753170496,0.7699244717485954,0.7280528754374131,1.5190990218595743,3.9805140929569234
198036,0.3817182228928573,0.8100615705142786,2.859507669656125,2.6846654577873323,2.3509761385611796
198037,-1.2301437910977597,0.5878983630549328,0.054917465423443446,2.9854793309744423,-0.09856965322143196
198038,-1.2436161849119571,2.6567241503117316,-0.657962092783805,2.9047070274768885,1.3001830158710845
198039,1.6965624792343874,-0.4561085804513709,-2.06838970151324,0.6154331392519907,-2.0307627111398006
198040,5.930173686609805,1.9179995504599674,-0.636725673989929,-2.6313679391232085,-0.354670258880617
198041,3.9576321779275077,2.203986169432369,1.0802566196530279,-0.03721941017374775,-1.7879522005631543
198042,-2.30719049321101,-0.6934298797739302,-0.5602083070046433,1.5234089366442163,0.10106392677857912
198043,-1.2042063801242193,-1.1265013230860177,-2.910352689037211,-1.535552105706131,-3.1532272986378302
198044,2.260406333835249,-1.6742597828416592,-0.7213949704350853,-1.5111481033583232,-3.307313376895081
198045,5.615126773959901,5.622110169755786,3.8944522939250987,2.312773632518031,0.12554223401747322
198046,-1.529729100099587,-0.8882138750998365,-0.8696997539431095,0.262480237837849,-3.0382621091359283
198047,0.46829783632136923,-3.989820597988569,0.14290133278518624,-3.3275879105378863,-1.8868359691222167
198048,1.5765167314691553,-1.728140247772501,0.687276497370874,-2.6787863384503225,0.1461990439671581
198049,-0.5153370704176723,3.0084926443966538,0.2948350578047325,2.48866272658654,-0.8670962540774667
198050,2.6862711611087775,0.10981896860596407,-0.5592170013886744,0.6888755422483541,-2.642732261843321
198051,4.724744514228291,1.0901662033432444,-2.636749185558699,-3.5128970051066517,-6.2706263311271755
198052,6.8918868598943845,2.96554359491239,0.4594745917761429,-3.2973225652571045,-4.208061366734739
198101,4.398525978674343,2.7412008034414157,-2.368498251798485,-3.590555344570987,-8.058983933798231
198102,3.9450253900927805,0.658008639919899,-1.9062412264648856,-6.407670026117955,-9.43952426603363
198103,4.008589803730615,-1.7899463267483497,1.3392871217610605,-2.8623352094071493,-3.012834479731225
198104,3.031679567627748,3.27438372219126,5.946209372352882,1.5873707067257214,2.593157677146337
198105,-1.355911052396607,-1.223753117253466,-4.2617279862737405,-2.835249649766922,-2.1307528820147468
198106,-2.7747512173921223,-1.5459223520030605,-5.560997840228254,-2.1581058048078603,0.4202868470098906
198107,4.607539958287134,1.492742187084275,3.7977502587872323,-0.6487254005671161,3.345057523599394
198108,3.7770659693459834,4.800011952240368,7.127160696551869,3.9544558068071183,10.062131645556121
198109,1.715398123365901,2.27889025266046,2.3593082924351165,2.3284163582492283,2.2663687965199983
198110,1.6078270540155586,-2.3102104335959552,-0.10750929279771526,-2.1012050091830474,1.3443629132483466
198111,1.8548533733040244,-0.39827366544096776,1.447046236001313,-1.3124280305029856,-1.8882747694196382
198112,0.9760577271931652,-1.0284348651225628,0.522732136024672,-4.449352852575373,-1.230869900818675
