Group,Feature
1,t_500_weekave_atlantic_trop_pc20
2,ts_weekave_atlantic_trop_pc20
3,t_500_weekave_atlantic_trop_pc16
3,h_500_weekave_atlantic_trop_pc15
4,t_500_weekave_mexico_gulf_pc5
5,h_500_weekave_mexico_gulf_pc12
6,h_500_weekave_atlantic_trop_pc20
7,t_500_weekave_atlantic_trop_pc19
8,h_500_weekave_atlantic_trop_pc14
9,t_500_weekave_atlantic_trop_pc18
10,t_500_weekave_atlantic_trop_pc15
11,t_500_weekave_atlantic_trop_pc8
12,ts_weekave_pacific_trop_pc7
13,ts_weekave_pacific_ocean_pc13
14,ts_weekave_atlantic_trop_pc10
15,ts_weekave_atlantic_trop_pc15
16,slp_weekave_atlantic_trop_pc16
17,t_850_weekave_atlantic_trop_pc16
18,h_850_weekave_atlantic_trop_pc20
19,slp_weekave_atlantic_trop_pc20
20,ts_weekave_atlantic_trop_pc19
21,ts_weekave_atlantic_ocean_pc16
22,ts_weekave_pacific_trop_pc19
23,ts_weekave_pacific_trop_pc14
24,ts_weekave_atlantic_trop_pc16
25,ts_weekave_pacific_ocean_pc16
26,t_500_weekave_atlantic_trop_pc13
27,ts_weekave_arctic_pc18
28,ts_weekave_pacific_trop_pc16
29,ts_weekave_atlantic_ocean_pc17
30,ts_weekave_atlantic_ocean_pc5
31,ts_weekave_atlantic_trop_pc5
32,ts_weekave_pacific_ocean_pc8
33,ts_weekave_atlantic_ocean_pc15
34,t_500_weekave_pacific_trop_pc17
34,h_500_weekave_pacific_trop_pc16
35,t_500_weekave_pacific_trop_pc16
36,t_500_weekave_mexico_gulf_pc16
37,t_500_weekave_pacific_trop_pc15
38,h_500_weekave_pacific_trop_pc18
39,h_500_weekave_pacific_trop_pc17
39,t_500_weekave_pacific_trop_pc18
40,slp_weekave_pacific_trop_pc20
40,h_850_weekave_pacific_trop_pc20
41,slp_weekave_pacific_trop_pc19
41,h_850_weekave_pacific_trop_pc19
42,t_500_weekave_pacific_trop_pc11
43,h_500_weekave_pacific_trop_pc20
44,t_500_weekave_pacific_trop_pc13
44,h_500_weekave_pacific_trop_pc12
45,h_850_weekave_pacific_trop_pc15
45,slp_weekave_pacific_trop_pc15
46,t_850_weekave_pacific_trop_pc16
47,slp_weekave_pacific_trop_pc14
47,h_850_weekave_pacific_trop_pc13
48,t_850_weekave_pacific_trop_pc10
49,slp_weekave_pacific_trop_pc13
49,h_850_weekave_pacific_trop_pc14
50,t_850_weekave_pacific_trop_pc15
51,ts_weekave_pacific_trop_pc18
52,h_850_weekave_pacific_trop_pc6
52,slp_weekave_pacific_trop_pc6
53,t_500_weekave_pacific_trop_pc7
54,h_500_weekave_pacific_trop_pc14
55,t_850_weekave_pacific_trop_pc19
56,slp_weekave_pacific_trop_pc12
56,h_850_weekave_pacific_trop_pc12
57,h_500_weekave_pacific_trop_pc10
57,t_850_weekave_pacific_trop_pc11
58,t_500_weekave_pacific_trop_pc10
59,t_850_weekave_pacific_trop_pc13
60,ts_weekave_pacific_trop_pc15
61,h_500_weekave_pacific_trop_pc8
61,t_850_weekave_pacific_trop_pc8
62,h_850_weekave_pacific_trop_pc11
62,t_850_weekave_pacific_trop_pc17
62,slp_weekave_pacific_trop_pc11
63,slp_weekave_pacific_trop_pc18
63,h_850_weekave_pacific_trop_pc18
64,t_500_weekave_pacific_trop_pc20
64,h_500_weekave_pacific_trop_pc19
65,h_850_weekave_pacific_trop_pc17
65,slp_weekave_pacific_trop_pc16
66,h_850_weekave_pacific_trop_pc16
66,h_500_weekave_pacific_trop_pc15
66,slp_weekave_pacific_trop_pc17
67,h_500_weekave_pacific_trop_pc6
67,t_500_weekave_pacific_trop_pc5
68,t_850_weekave_pacific_trop_pc18
69,ts_weekave_pacific_ocean_pc5
70,ts_weekave_pacific_trop_pc6
71,t_850_weekave_pacific_trop_pc14
72,ts_weekave_pacific_trop_pc11
73,ts_weekave_pacific_ocean_pc17
74,ts_weekave_mexico_gulf_pc14
75,t_850_weekave_mexico_gulf_pc17
76,ts_weekave_pacific_trop_pc8
77,ts_weekave_atlantic_ocean_pc18
78,ts_weekave_atlantic_trop_pc12
79,ts_weekave_mexico_gulf_pc16
80,ts_weekave_pacific_ocean_pc19
81,ts_weekave_pacific_trop_pc17
82,ts_weekave_pacific_ocean_pc18
83,t_850_weekave_pacific_ocean_pc13
84,t_850_weekave_pacific_trop_pc20
85,ts_weekave_pacific_ocean_pc7
86,ts_weekave_atlantic_ocean_pc19
87,h_850_weekave_east_asia_pc15
87,slp_weekave_east_asia_pc19
88,h_500_weekave_east_asia_pc15
88,t_850_weekave_east_asia_pc17
89,ts_weekave_east_asia_pc17
90,h_500_weekave_east_asia_pc19
90,t_500_weekave_east_asia_pc18
91,h_500_weekave_east_asia_pc16
91,h_850_weekave_east_asia_pc14
92,t_850_weekave_east_asia_pc16
92,ts_weekave_east_asia_pc15
93,t_850_weekave_east_asia_pc19
93,h_500_weekave_east_asia_pc20
93,t_500_weekave_east_asia_pc20
94,ts_weekave_east_asia_pc18
95,t_850_weekave_east_asia_pc20
96,h_500_weekave_east_asia_pc17
96,h_850_weekave_east_asia_pc17
97,h_500_weekave_east_asia_pc18
97,t_850_weekave_east_asia_pc18
97,t_500_weekave_east_asia_pc19
98,slp_weekave_east_asia_pc17
98,h_850_weekave_east_asia_pc11
99,t_500_weekave_east_asia_pc14
99,h_500_weekave_east_asia_pc11
100,ts_weekave_east_asia_pc19
101,h_850_weekave_east_asia_pc12
101,slp_weekave_east_asia_pc16
102,t_850_weekave_east_asia_pc13
102,h_500_weekave_east_asia_pc14
102,t_500_weekave_east_asia_pc15
103,ts_weekave_east_asia_pc14
104,ts_weekave_east_asia_pc13
105,t_850_weekave_east_asia_pc11
105,h_500_weekave_east_asia_pc12
105,t_500_weekave_east_asia_pc16
106,ts_weekave_east_asia_pc20
107,h_850_weekave_east_asia_pc16
107,slp_weekave_east_asia_pc18
108,slp_weekave_east_asia_pc20
108,h_850_weekave_east_asia_pc18
109,ts_weekave_east_asia_pc12
109,t_850_weekave_east_asia_pc15
110,t_500_weekave_east_asia_pc17
111,h_850_weekave_east_asia_pc10
111,slp_weekave_east_asia_pc9
112,slp_weekave_east_asia_pc14
113,t_850_weekave_east_asia_pc14
113,t_500_weekave_east_asia_pc13
113,h_500_weekave_east_asia_pc13
114,t_500_weekave_east_asia_pc12
114,h_500_weekave_east_asia_pc10
114,ts_weekave_east_asia_pc9
114,t_850_weekave_east_asia_pc10
115,slp_weekave_east_asia_pc11
116,h_850_weekave_east_asia_pc19
117,ts_weekave_east_asia_pc8
117,t_850_weekave_east_asia_pc9
118,slp_weekave_east_asia_pc15
118,h_850_weekave_east_asia_pc13
119,ts_weekave_east_asia_pc16
119,t_850_weekave_east_asia_pc12
120,h_500_weekave_east_asia_pc9
120,h_850_weekave_east_asia_pc9
121,t_500_weekave_east_asia_pc9
121,slp_weekave_east_asia_pc12
122,h_500_weekave_east_asia_pc8
122,t_850_weekave_east_asia_pc8
122,ts_weekave_east_asia_pc10
