Group,Feature
1,t_500_weekave_atlantic_trop_pc20
2,ts_weekave_atlantic_trop_pc20
3,t_500_weekave_atlantic_trop_pc13
4,ts_weekave_arctic_pc18
5,t_500_weekave_mexico_gulf_pc16
6,h_500_weekave_mexico_gulf_pc15
7,t_500_weekave_mexico_gulf_pc18
8,t_500_weekave_conus_pc20
9,t_500_weekave_mexico_gulf_pc14
10,h_500_weekave_mexico_gulf_pc20
11,t_500_weekave_mexico_gulf_pc20
12,h_850_weekave_mexico_gulf_pc19
13,t_500_weekave_mexico_gulf_pc15
14,h_500_weekave_mexico_gulf_pc16
15,h_850_weekave_mexico_gulf_pc17
16,ts_weekave_pacific_trop_pc10
17,ts_weekave_mexico_gulf_pc13
18,t_500_weekave_mexico_gulf_pc11
19,h_500_weekave_mexico_gulf_pc18
20,slp_weekave_mexico_gulf_pc18
21,h_850_weekave_mexico_gulf_pc20
22,ts_weekave_mexico_gulf_pc19
23,t_500_weekave_mexico_gulf_pc19
24,h_500_weekave_atlantic_trop_pc15
24,t_500_weekave_atlantic_trop_pc16
25,t_500_weekave_mexico_gulf_pc5
26,h_500_weekave_mexico_gulf_pc12
27,h_500_weekave_atlantic_trop_pc20
28,t_500_weekave_atlantic_trop_pc19
29,h_500_weekave_atlantic_trop_pc14
30,t_500_weekave_atlantic_trop_pc18
31,t_500_weekave_atlantic_trop_pc15
32,t_500_weekave_atlantic_trop_pc8
33,t_500_weekave_pacific_trop_pc15
34,h_500_weekave_pacific_trop_pc18
35,t_500_weekave_pacific_trop_pc18
35,h_500_weekave_pacific_trop_pc17
36,slp_weekave_pacific_trop_pc20
36,h_850_weekave_pacific_trop_pc20
37,h_850_weekave_pacific_trop_pc19
37,slp_weekave_pacific_trop_pc19
38,ts_weekave_pacific_trop_pc7
39,ts_weekave_pacific_ocean_pc13
40,ts_weekave_atlantic_trop_pc10
41,ts_weekave_atlantic_trop_pc15
42,slp_weekave_atlantic_trop_pc16
43,t_850_weekave_atlantic_trop_pc16
44,ts_weekave_pacific_trop_pc11
45,ts_weekave_pacific_ocean_pc17
46,ts_weekave_mexico_gulf_pc14
47,t_850_weekave_mexico_gulf_pc17
48,ts_weekave_pacific_trop_pc8
49,ts_weekave_atlantic_ocean_pc18
50,ts_weekave_atlantic_trop_pc12
51,ts_weekave_pacific_ocean_pc12
52,ts_weekave_pacific_trop_pc13
53,ts_weekave_atlantic_ocean_pc9
54,ts_weekave_atlantic_trop_pc14
55,NE_lag_1
56,NE_lag_2
57,ts_weekave_atlantic_ocean_pc7
58,NE_lag_3
59,NE_lag_4
60,NE_lag_5
61,ts_weekave_atlantic_ocean_pc6
62,ts_weekave_pacific_trop_pc12
63,ts_weekave_pacific_ocean_pc14
64,ts_weekave_atlantic_ocean_pc19
65,ts_weekave_pacific_ocean_pc20
66,ts_weekave_pacific_trop_pc20
67,t_500_weekave_atlantic_trop_pc12
68,ts_weekave_atlantic_ocean_pc16
69,ts_weekave_pacific_trop_pc19
70,ts_weekave_pacific_trop_pc14
71,ts_weekave_atlantic_trop_pc16
72,ts_weekave_pacific_ocean_pc16
73,ts_weekave_mexico_gulf_pc16
74,ts_weekave_pacific_ocean_pc19
75,ts_weekave_pacific_trop_pc17
76,ts_weekave_pacific_ocean_pc18
77,t_850_weekave_pacific_ocean_pc13
78,t_850_weekave_pacific_trop_pc20
79,ts_weekave_pacific_trop_pc16
80,ts_weekave_atlantic_ocean_pc17
81,ts_weekave_atlantic_ocean_pc5
82,ts_weekave_atlantic_trop_pc5
83,ts_weekave_pacific_ocean_pc8
84,ts_weekave_atlantic_ocean_pc15
85,slp_weekave_southern_canada_pc20
85,h_850_weekave_southern_canada_pc19
86,slp_weekave_southern_canada_pc19
86,h_850_weekave_southern_canada_pc20
87,h_500_weekave_southern_canada_pc18
87,t_500_weekave_southern_canada_pc18
88,t_850_weekave_southern_canada_pc18
89,h_500_weekave_southern_canada_pc19
89,t_500_weekave_southern_canada_pc19
90,h_500_weekave_conus_pc16
90,t_500_weekave_conus_pc17
91,slp_weekave_atlantic_ocean_pc20
91,h_850_weekave_atlantic_ocean_pc20
92,h_500_weekave_atlantic_ocean_pc20
92,t_500_weekave_atlantic_ocean_pc19
93,slp_weekave_atlantic_ocean_pc19
93,h_500_weekave_atlantic_ocean_pc19
93,h_850_weekave_atlantic_ocean_pc19
94,t_850_weekave_atlantic_ocean_pc20
95,t_850_weekave_atlantic_ocean_pc16
96,t_500_weekave_atlantic_ocean_pc20
97,t_500_weekave_atlantic_ocean_pc18
98,t_850_weekave_atlantic_ocean_pc19
99,h_500_weekave_atlantic_ocean_pc17
99,h_850_weekave_atlantic_ocean_pc18
99,slp_weekave_atlantic_ocean_pc18
100,h_850_weekave_atlantic_ocean_pc17
100,h_500_weekave_atlantic_ocean_pc18
100,slp_weekave_atlantic_ocean_pc17
101,h_500_weekave_atlantic_ocean_pc16
101,slp_weekave_atlantic_ocean_pc16
101,h_850_weekave_atlantic_ocean_pc16
102,t_500_weekave_atlantic_ocean_pc17
103,t_850_weekave_atlantic_ocean_pc18
104,t_850_weekave_atlantic_ocean_pc17
105,slp_weekave_atlantic_trop_pc11
106,t_850_weekave_atlantic_trop_pc15
107,ts_weekave_atlantic_trop_pc17
108,h_500_weekave_atlantic_trop_pc9
108,t_500_weekave_atlantic_trop_pc10
109,t_500_weekave_atlantic_trop_pc9
110,t_850_weekave_atlantic_ocean_pc13
110,t_500_weekave_atlantic_ocean_pc13
111,h_850_weekave_atlantic_trop_pc9
111,slp_weekave_atlantic_trop_pc7
112,t_850_weekave_atlantic_trop_pc7
113,t_850_weekave_atlantic_ocean_pc15
113,t_500_weekave_atlantic_ocean_pc14
114,h_850_weekave_atlantic_ocean_pc15
114,h_500_weekave_atlantic_ocean_pc15
114,slp_weekave_atlantic_ocean_pc15
115,h_850_weekave_atlantic_ocean_pc14
115,slp_weekave_atlantic_ocean_pc14
115,h_500_weekave_atlantic_ocean_pc14
116,t_500_weekave_atlantic_ocean_pc15
117,t_500_weekave_atlantic_ocean_pc11
117,h_500_weekave_atlantic_ocean_pc11
117,slp_weekave_atlantic_ocean_pc11
117,h_850_weekave_atlantic_ocean_pc11
117,t_850_weekave_atlantic_ocean_pc11
118,h_850_weekave_atlantic_trop_pc7
118,slp_weekave_atlantic_trop_pc6
119,h_500_weekave_atlantic_trop_pc17
120,t_500_weekave_atlantic_ocean_pc12
121,t_850_weekave_atlantic_ocean_pc14
122,slp_weekave_atlantic_ocean_pc12
122,h_850_weekave_atlantic_ocean_pc12
122,h_500_weekave_atlantic_ocean_pc12
123,h_500_weekave_atlantic_trop_pc6
123,t_500_weekave_atlantic_trop_pc6
124,slp_weekave_atlantic_trop_pc14
124,h_850_weekave_atlantic_trop_pc14
125,t_850_weekave_atlantic_trop_pc20
126,h_500_weekave_atlantic_trop_pc11
127,t_500_weekave_atlantic_trop_pc11
128,t_500_weekave_atlantic_trop_pc14
129,h_500_weekave_atlantic_trop_pc18
130,t_850_weekave_atlantic_trop_pc8
