Group,Feature
1,t_500_weekave_atlantic_trop_pc20
2,ts_weekave_atlantic_trop_pc20
3,h_500_weekave_atlantic_trop_pc15
3,t_500_weekave_atlantic_trop_pc16
4,t_500_weekave_mexico_gulf_pc5
5,h_500_weekave_mexico_gulf_pc12
6,h_500_weekave_atlantic_trop_pc20
7,t_500_weekave_atlantic_trop_pc19
8,h_500_weekave_atlantic_trop_pc14
9,t_500_weekave_atlantic_trop_pc18
10,t_500_weekave_atlantic_trop_pc15
11,t_500_weekave_atlantic_trop_pc8
12,h_500_weekave_mexico_gulf_pc20
13,t_500_weekave_mexico_gulf_pc20
14,h_850_weekave_mexico_gulf_pc19
15,h_500_weekave_mexico_gulf_pc15
16,t_500_weekave_mexico_gulf_pc18
17,t_500_weekave_conus_pc20
18,t_500_weekave_mexico_gulf_pc14
19,ts_weekave_atlantic_ocean_pc7
20,t_850_weekave_mexico_gulf_pc20
21,h_850_weekave_mexico_gulf_pc15
21,slp_weekave_mexico_gulf_pc17
22,h_850_weekave_mexico_gulf_pc18
22,slp_weekave_mexico_gulf_pc20
23,h_500_weekave_mexico_gulf_pc19
24,t_500_weekave_mexico_gulf_pc15
25,h_500_weekave_mexico_gulf_pc16
26,h_850_weekave_mexico_gulf_pc17
27,ts_weekave_pacific_trop_pc10
28,ts_weekave_mexico_gulf_pc13
29,t_500_weekave_mexico_gulf_pc11
30,h_500_weekave_mexico_gulf_pc18
31,slp_weekave_mexico_gulf_pc18
32,h_850_weekave_mexico_gulf_pc20
33,ts_weekave_mexico_gulf_pc19
34,ts_weekave_pacific_trop_pc7
35,ts_weekave_pacific_ocean_pc13
36,ts_weekave_atlantic_trop_pc10
37,ts_weekave_atlantic_trop_pc15
38,slp_weekave_atlantic_trop_pc16
39,t_850_weekave_atlantic_trop_pc16
40,ts_weekave_pacific_trop_pc17
41,ts_weekave_pacific_ocean_pc18
42,t_850_weekave_pacific_ocean_pc13
43,t_850_weekave_pacific_trop_pc20
44,ts_weekave_atlantic_trop_pc17
45,ts_weekave_atlantic_ocean_pc19
46,ts_weekave_pacific_ocean_pc20
47,ts_weekave_pacific_trop_pc20
48,ts_weekave_atlantic_ocean_pc12
49,ts_weekave_mexico_gulf_pc17
50,ts_weekave_atlantic_trop_pc7
51,ts_weekave_pacific_ocean_pc11
52,ts_weekave_pacific_ocean_pc12
53,ts_weekave_pacific_trop_pc13
54,ts_weekave_atlantic_ocean_pc9
55,ts_weekave_atlantic_trop_pc14
56,ts_weekave_pacific_trop_pc16
57,ts_weekave_atlantic_ocean_pc17
58,ts_weekave_pacific_trop_pc12
59,ts_weekave_pacific_ocean_pc14
60,ts_weekave_atlantic_ocean_pc6
61,ts_weekave_atlantic_ocean_pc16
62,ts_weekave_pacific_trop_pc19
63,ts_weekave_pacific_trop_pc14
64,ts_weekave_atlantic_trop_pc16
65,ts_weekave_pacific_ocean_pc16
66,ts_weekave_atlantic_ocean_pc5
67,ts_weekave_atlantic_trop_pc5
68,ts_weekave_pacific_ocean_pc8
69,ts_weekave_atlantic_ocean_pc15
70,t_500_weekave_atlantic_trop_pc13
71,ts_weekave_arctic_pc18
72,ts_weekave_pacific_trop_pc11
73,ts_weekave_pacific_ocean_pc17
74,W_lag_4
75,W_lag_5
76,W_lag_3
77,W_lag_1
78,W_lag_2
79,ts_weekave_pacific_ocean_pc5
80,ts_weekave_pacific_trop_pc6
81,t_500_weekave_mexico_gulf_pc19
82,ts_weekave_mexico_gulf_pc16
83,ts_weekave_pacific_ocean_pc19
84,ts_weekave_mexico_gulf_pc14
85,t_850_weekave_mexico_gulf_pc17
86,ts_weekave_pacific_trop_pc8
87,ts_weekave_atlantic_ocean_pc18
88,h_850_weekave_southern_canada_pc19
88,slp_weekave_southern_canada_pc20
89,h_850_weekave_southern_canada_pc20
89,slp_weekave_southern_canada_pc19
90,h_500_weekave_southern_canada_pc18
90,t_500_weekave_southern_canada_pc18
91,t_850_weekave_southern_canada_pc18
92,t_500_weekave_southern_canada_pc19
92,h_500_weekave_southern_canada_pc19
93,t_500_weekave_conus_pc17
93,h_500_weekave_conus_pc16
94,slp_weekave_east_asia_pc19
94,h_850_weekave_east_asia_pc15
95,h_500_weekave_east_asia_pc15
95,t_850_weekave_east_asia_pc17
96,ts_weekave_east_asia_pc17
97,t_500_weekave_east_asia_pc18
97,h_500_weekave_east_asia_pc19
98,h_500_weekave_east_asia_pc16
98,h_850_weekave_east_asia_pc14
99,t_850_weekave_east_asia_pc16
99,ts_weekave_east_asia_pc15
100,t_500_weekave_east_asia_pc20
100,t_850_weekave_east_asia_pc19
100,h_500_weekave_east_asia_pc20
101,ts_weekave_east_asia_pc18
102,t_850_weekave_east_asia_pc20
103,h_850_weekave_east_asia_pc17
103,h_500_weekave_east_asia_pc17
104,h_500_weekave_east_asia_pc18
104,t_850_weekave_east_asia_pc18
104,t_500_weekave_east_asia_pc19
105,slp_weekave_east_asia_pc6
105,h_850_weekave_east_asia_pc8
106,h_500_weekave_east_asia_pc6
106,t_500_weekave_east_asia_pc7
106,t_850_weekave_east_asia_pc6
106,t_500_weekave_east_asia_pc6
106,ts_weekave_east_asia_pc5
107,slp_weekave_east_asia_pc13
107,t_500_weekave_east_asia_pc8
107,h_500_weekave_east_asia_pc7
107,t_850_weekave_east_asia_pc7
108,slp_weekave_east_asia_pc8
108,h_850_weekave_east_asia_pc7
109,slp_weekave_pacific_ocean_pc9
109,h_500_weekave_pacific_ocean_pc9
109,h_850_weekave_pacific_ocean_pc9
110,slp_weekave_east_asia_pc9
110,h_850_weekave_east_asia_pc10
111,slp_weekave_east_asia_pc14
112,t_500_weekave_east_asia_pc13
112,t_850_weekave_east_asia_pc14
112,h_500_weekave_east_asia_pc13
113,t_500_weekave_east_asia_pc12
113,h_500_weekave_east_asia_pc10
113,t_850_weekave_east_asia_pc10
113,ts_weekave_east_asia_pc9
114,slp_weekave_east_asia_pc11
115,h_850_weekave_east_asia_pc19
116,ts_weekave_east_asia_pc8
116,t_850_weekave_east_asia_pc9
117,h_850_weekave_east_asia_pc13
117,slp_weekave_east_asia_pc15
118,ts_weekave_east_asia_pc16
118,t_850_weekave_east_asia_pc12
119,h_500_weekave_east_asia_pc9
119,h_850_weekave_east_asia_pc9
120,t_500_weekave_east_asia_pc9
120,slp_weekave_east_asia_pc12
121,h_500_weekave_east_asia_pc8
121,ts_weekave_east_asia_pc10
121,t_850_weekave_east_asia_pc8
122,slp_weekave_east_asia_pc10
122,t_500_weekave_east_asia_pc10
123,ts_weekave_east_asia_pc11
124,h_850_weekave_east_asia_pc20
125,h_500_weekave_east_asia_pc12
125,t_500_weekave_east_asia_pc16
125,t_850_weekave_east_asia_pc11
126,ts_weekave_east_asia_pc20
127,h_850_weekave_east_asia_pc16
127,slp_weekave_east_asia_pc18
128,h_850_weekave_east_asia_pc18
128,slp_weekave_east_asia_pc20
129,ts_weekave_east_asia_pc12
129,t_850_weekave_east_asia_pc15
130,t_500_weekave_east_asia_pc17
131,h_850_weekave_east_asia_pc11
