Group,Feature
150,ts_weekave_mexico_gulf_pc15
151,t_500_weekave_mexico_gulf_pc12
152,h_500_weekave_mexico_gulf_pc13
153,ts_weekave_mexico_gulf_pc11
154,slp_weekave_mexico_gulf_pc13
155,h_850_weekave_mexico_gulf_pc13
156,slp_weekave_mexico_gulf_pc16
157,t_850_weekave_mexico_gulf_pc12
158,h_850_weekave_mexico_gulf_pc12
158,slp_weekave_mexico_gulf_pc15
159,h_500_weekave_mexico_gulf_pc14
160,ts_weekave_mexico_gulf_pc9
161,t_850_weekave_mexico_gulf_pc18
162,ts_weekave_mexico_gulf_pc10
163,t_850_weekave_mexico_gulf_pc15
164,slp_weekave_mexico_gulf_pc10
164,t_850_weekave_mexico_gulf_pc7
165,t_850_weekave_conus_pc20
166,ts_weekave_mexico_gulf_pc12
167,t_850_weekave_mexico_gulf_pc14
168,slp_weekave_mexico_gulf_pc19
168,h_850_weekave_mexico_gulf_pc14
169,h_500_weekave_mexico_gulf_pc17
170,t_850_weekave_mexico_gulf_pc20
171,t_500_weekave_mexico_gulf_pc17
172,h_850_weekave_east_asia_pc15
172,slp_weekave_east_asia_pc19
173,t_850_weekave_east_asia_pc17
173,h_500_weekave_east_asia_pc15
174,ts_weekave_east_asia_pc17
175,h_500_weekave_east_asia_pc19
175,t_500_weekave_east_asia_pc18
176,h_500_weekave_east_asia_pc16
176,h_850_weekave_east_asia_pc14
177,t_850_weekave_east_asia_pc16
177,ts_weekave_east_asia_pc15
178,t_850_weekave_east_asia_pc19
178,t_500_weekave_east_asia_pc20
178,h_500_weekave_east_asia_pc20
179,ts_weekave_east_asia_pc18
180,t_850_weekave_east_asia_pc20
181,h_850_weekave_east_asia_pc17
181,h_500_weekave_east_asia_pc17
182,t_500_weekave_east_asia_pc19
182,h_500_weekave_east_asia_pc18
182,t_850_weekave_east_asia_pc18
183,h_850_weekave_east_asia_pc11
183,slp_weekave_east_asia_pc17
184,t_500_weekave_east_asia_pc14
184,h_500_weekave_east_asia_pc11
185,ts_weekave_east_asia_pc19
186,h_850_weekave_east_asia_pc12
186,slp_weekave_east_asia_pc16
187,t_850_weekave_east_asia_pc13
187,t_500_weekave_east_asia_pc15
187,h_500_weekave_east_asia_pc14
188,ts_weekave_east_asia_pc14
189,ts_weekave_east_asia_pc13
190,h_500_weekave_east_asia_pc12
190,t_500_weekave_east_asia_pc16
190,t_850_weekave_east_asia_pc11
191,ts_weekave_east_asia_pc20
192,h_850_weekave_east_asia_pc16
192,slp_weekave_east_asia_pc18
193,h_850_weekave_east_asia_pc18
193,slp_weekave_east_asia_pc20
194,t_850_weekave_east_asia_pc15
194,ts_weekave_east_asia_pc12
195,t_500_weekave_east_asia_pc17
196,h_850_weekave_east_asia_pc10
196,slp_weekave_east_asia_pc9
197,slp_weekave_east_asia_pc14
198,t_500_weekave_east_asia_pc13
198,t_850_weekave_east_asia_pc14
198,h_500_weekave_east_asia_pc13
199,ts_weekave_east_asia_pc9
199,t_500_weekave_east_asia_pc12
199,t_850_weekave_east_asia_pc10
199,h_500_weekave_east_asia_pc10
200,slp_weekave_east_asia_pc11
201,h_850_weekave_east_asia_pc19
202,ts_weekave_east_asia_pc8
202,t_850_weekave_east_asia_pc9
203,h_850_weekave_east_asia_pc13
203,slp_weekave_east_asia_pc15
204,t_850_weekave_east_asia_pc12
204,ts_weekave_east_asia_pc16
205,h_500_weekave_east_asia_pc9
205,h_850_weekave_east_asia_pc9
206,slp_weekave_east_asia_pc12
206,t_500_weekave_east_asia_pc9
207,t_850_weekave_east_asia_pc8
207,h_500_weekave_east_asia_pc8
207,ts_weekave_east_asia_pc10
208,t_500_weekave_east_asia_pc10
208,slp_weekave_east_asia_pc10
209,ts_weekave_east_asia_pc11
210,h_850_weekave_east_asia_pc20
211,h_500_weekave_southern_canada_pc16
211,t_500_weekave_southern_canada_pc16
212,t_850_weekave_southern_canada_pc17
213,ts_weekave_atlantic_ocean_pc8
214,ts_weekave_southern_canada_pc20
215,h_500_weekave_atlantic_trop_pc9
215,t_500_weekave_atlantic_trop_pc10
216,t_500_weekave_atlantic_trop_pc9
217,t_850_weekave_atlantic_ocean_pc13
217,t_500_weekave_atlantic_ocean_pc13
218,slp_weekave_atlantic_trop_pc7
218,h_850_weekave_atlantic_trop_pc9
219,t_850_weekave_atlantic_trop_pc7
220,t_850_weekave_atlantic_ocean_pc15
220,t_500_weekave_atlantic_ocean_pc14
221,h_500_weekave_atlantic_ocean_pc15
221,slp_weekave_atlantic_ocean_pc15
221,h_850_weekave_atlantic_ocean_pc15
222,slp_weekave_atlantic_ocean_pc14
222,h_850_weekave_atlantic_ocean_pc14
222,h_500_weekave_atlantic_ocean_pc14
223,t_500_weekave_atlantic_ocean_pc15
224,t_500_weekave_atlantic_ocean_pc11
224,h_850_weekave_atlantic_ocean_pc11
224,t_850_weekave_atlantic_ocean_pc11
224,h_500_weekave_atlantic_ocean_pc11
224,slp_weekave_atlantic_ocean_pc11
225,slp_weekave_atlantic_trop_pc6
225,h_850_weekave_atlantic_trop_pc7
226,h_500_weekave_atlantic_trop_pc17
227,t_500_weekave_atlantic_ocean_pc12
228,t_850_weekave_atlantic_ocean_pc14
229,h_850_weekave_atlantic_ocean_pc12
229,slp_weekave_atlantic_ocean_pc12
229,h_500_weekave_atlantic_ocean_pc12
230,t_500_weekave_atlantic_trop_pc6
230,h_500_weekave_atlantic_trop_pc6
231,h_850_weekave_atlantic_trop_pc14
231,slp_weekave_atlantic_trop_pc14
232,t_850_weekave_atlantic_trop_pc20
233,h_850_weekave_southern_canada_pc10
233,slp_weekave_southern_canada_pc10
234,slp_weekave_southern_canada_pc9
234,h_850_weekave_southern_canada_pc9
235,ts_weekave_southern_canada_pc10
235,t_500_weekave_southern_canada_pc9
235,h_500_weekave_southern_canada_pc9
235,t_850_weekave_southern_canada_pc9
236,h_850_weekave_atlantic_ocean_pc13
236,h_500_weekave_atlantic_ocean_pc13
236,slp_weekave_atlantic_ocean_pc13
237,t_850_weekave_atlantic_ocean_pc12
237,t_500_weekave_atlantic_ocean_pc16
238,t_500_weekave_atlantic_ocean_pc18
239,t_850_weekave_atlantic_ocean_pc19
240,h_500_weekave_atlantic_ocean_pc16
240,slp_weekave_atlantic_ocean_pc16
240,h_850_weekave_atlantic_ocean_pc16
241,t_500_weekave_atlantic_ocean_pc17
242,t_850_weekave_atlantic_ocean_pc18
243,t_850_weekave_atlantic_ocean_pc17
244,h_850_weekave_atlantic_ocean_pc20
244,slp_weekave_atlantic_ocean_pc20
245,h_500_weekave_atlantic_ocean_pc20
245,t_500_weekave_atlantic_ocean_pc19
246,h_500_weekave_atlantic_ocean_pc19
246,slp_weekave_atlantic_ocean_pc19
246,h_850_weekave_atlantic_ocean_pc19
247,t_850_weekave_atlantic_ocean_pc20
248,t_850_weekave_atlantic_ocean_pc16
249,t_500_weekave_atlantic_ocean_pc20
250,h_850_weekave_atlantic_ocean_pc18
250,h_500_weekave_atlantic_ocean_pc17
250,slp_weekave_atlantic_ocean_pc18
251,slp_weekave_atlantic_ocean_pc17
251,h_500_weekave_atlantic_ocean_pc18
251,h_850_weekave_atlantic_ocean_pc17
252,h_850_weekave_southern_canada_pc19
252,slp_weekave_southern_canada_pc20
253,slp_weekave_southern_canada_pc19
253,h_850_weekave_southern_canada_pc20
254,t_500_weekave_southern_canada_pc18
254,h_500_weekave_southern_canada_pc18
255,t_850_weekave_southern_canada_pc18
256,h_500_weekave_southern_canada_pc19
256,t_500_weekave_southern_canada_pc19
257,h_500_weekave_conus_pc16
257,t_500_weekave_conus_pc17
258,h_850_weekave_conus_pc8
258,slp_weekave_conus_pc8
259,h_500_weekave_conus_pc20
260,h_850_weekave_southern_canada_pc18
260,slp_weekave_southern_canada_pc18
261,t_500_weekave_southern_canada_pc17
261,h_500_weekave_southern_canada_pc17
262,slp_weekave_southern_canada_pc17
262,h_850_weekave_southern_canada_pc16
263,slp_weekave_southern_canada_pc14
264,h_850_weekave_southern_canada_pc17
265,ts_weekave_southern_canada_pc15
265,t_850_weekave_southern_canada_pc13
266,ts_weekave_southern_canada_pc18
267,h_850_weekave_southern_canada_pc15
267,slp_weekave_southern_canada_pc15
268,slp_weekave_conus_pc13
269,h_500_weekave_southern_canada_pc14
269,t_500_weekave_southern_canada_pc13
270,t_850_weekave_southern_canada_pc15
271,slp_weekave_southern_canada_pc13
271,h_850_weekave_southern_canada_pc13
272,t_500_weekave_southern_canada_pc14
272,h_500_weekave_southern_canada_pc13
273,t_850_weekave_southern_canada_pc14
274,h_850_weekave_southern_canada_pc12
274,slp_weekave_southern_canada_pc12
275,ts_weekave_southern_canada_pc12
276,h_500_weekave_southern_canada_pc12
276,t_850_weekave_southern_canada_pc12
276,t_500_weekave_southern_canada_pc12
277,ts_weekave_southern_canada_pc13
278,ts_weekave_conus_pc16
278,t_850_weekave_conus_pc13
279,t_850_weekave_southern_canada_pc19
280,ts_weekave_conus_pc18
281,t_850_weekave_conus_pc19
282,ts_weekave_conus_pc20
283,h_500_weekave_conus_pc19
283,t_500_weekave_conus_pc19
284,h_850_weekave_conus_pc20
285,slp_weekave_conus_pc20
286,ts_weekave_southern_canada_pc7
287,ts_weekave_conus_pc15
288,ts_weekave_atlantic_ocean_pc14
289,slp_weekave_conus_pc17
290,h_850_weekave_conus_pc19
291,t_850_weekave_conus_pc18
292,t_850_weekave_southern_canada_pc20
293,t_500_weekave_conus_pc18
293,h_500_weekave_conus_pc18
294,t_850_weekave_conus_pc17
295,ts_weekave_conus_pc17
295,t_850_weekave_conus_pc16
296,h_850_weekave_conus_pc16
297,slp_weekave_conus_pc16
298,t_850_weekave_mexico_gulf_pc11
299,t_850_weekave_conus_pc14
300,h_850_weekave_conus_pc17
300,slp_weekave_conus_pc19
301,t_850_weekave_conus_pc15
302,ts_weekave_conus_pc19
303,h_500_weekave_conus_pc14
303,t_500_weekave_conus_pc14
304,slp_weekave_conus_pc18
304,h_850_weekave_conus_pc15
305,t_500_weekave_southern_canada_pc20
305,h_500_weekave_southern_canada_pc20
306,h_500_weekave_conus_pc11
306,t_500_weekave_conus_pc12
307,t_850_weekave_conus_pc11
307,ts_weekave_conus_pc14
308,h_850_weekave_conus_pc11
308,slp_weekave_conus_pc12
309,t_500_weekave_conus_pc11
309,h_500_weekave_conus_pc12
310,t_850_weekave_conus_pc10
310,ts_weekave_conus_pc11
311,t_500_weekave_conus_pc13
311,h_500_weekave_conus_pc13
312,h_850_weekave_conus_pc12
312,slp_weekave_conus_pc14
313,slp_weekave_conus_pc15
313,h_850_weekave_conus_pc13
314,t_850_weekave_conus_pc12
314,ts_weekave_conus_pc13
315,h_850_weekave_conus_pc18
316,t_850_weekave_pacific_trop_pc5
317,ts_weekave_pacific_trop_pc9
318,ts_weekave_pacific_ocean_pc15
319,t_850_weekave_pacific_ocean_pc20
320,h_850_weekave_pacific_trop_pc10
320,slp_weekave_pacific_trop_pc10
321,t_850_weekave_pacific_trop_pc12
322,h_500_weekave_pacific_trop_pc11
322,t_500_weekave_pacific_trop_pc9
323,t_500_weekave_pacific_trop_pc12
324,t_500_weekave_pacific_trop_pc6
324,h_500_weekave_pacific_trop_pc7
325,t_500_weekave_pacific_ocean_pc15
325,t_850_weekave_pacific_ocean_pc16
326,t_850_weekave_pacific_trop_pc6
327,h_500_weekave_pacific_ocean_pc10
327,slp_weekave_pacific_ocean_pc10
327,h_850_weekave_pacific_ocean_pc10
328,t_850_weekave_pacific_ocean_pc11
328,t_500_weekave_pacific_ocean_pc11
329,slp_weekave_pacific_ocean_pc12
329,h_850_weekave_pacific_ocean_pc12
329,h_500_weekave_pacific_ocean_pc11
330,t_500_weekave_pacific_ocean_pc12
330,t_850_weekave_pacific_ocean_pc10
331,t_850_weekave_pacific_ocean_pc8
331,t_500_weekave_pacific_ocean_pc9
332,h_500_weekave_pacific_ocean_pc8
332,h_850_weekave_pacific_ocean_pc8
332,slp_weekave_pacific_ocean_pc8
333,t_500_weekave_pacific_ocean_pc10
334,h_500_weekave_pacific_ocean_pc13
334,h_850_weekave_pacific_ocean_pc13
334,slp_weekave_pacific_ocean_pc13
335,h_850_weekave_pacific_trop_pc9
335,slp_weekave_pacific_trop_pc8
335,t_850_weekave_pacific_trop_pc7
336,t_500_weekave_pacific_trop_pc3
336,t_500_weekave_pacific_ocean_pc14
337,t_500_weekave_east_asia_pc8
337,t_850_weekave_east_asia_pc7
337,h_500_weekave_east_asia_pc7
337,slp_weekave_east_asia_pc13
338,h_850_weekave_east_asia_pc7
338,slp_weekave_east_asia_pc8
339,slp_weekave_pacific_ocean_pc9
339,h_850_weekave_pacific_ocean_pc9
339,h_500_weekave_pacific_ocean_pc9
340,h_850_weekave_pacific_ocean_pc7
340,t_850_weekave_pacific_ocean_pc7
340,h_500_weekave_pacific_ocean_pc7
340,slp_weekave_pacific_ocean_pc7
341,ts_weekave_pacific_ocean_pc10
342,h_850_weekave_pacific_ocean_pc14
342,slp_weekave_pacific_ocean_pc14
343,slp_weekave_pacific_trop_pc3
343,h_850_weekave_pacific_trop_pc3
343,h_500_weekave_pacific_trop_pc4
344,h_500_weekave_pacific_ocean_pc12
344,slp_weekave_pacific_ocean_pc11
344,h_850_weekave_pacific_ocean_pc11
345,t_500_weekave_pacific_ocean_pc13
345,t_850_weekave_pacific_ocean_pc12
346,t_500_weekave_pacific_ocean_pc19
347,t_500_weekave_pacific_trop_pc19
348,h_500_weekave_pacific_ocean_pc20
348,t_500_weekave_pacific_ocean_pc18
349,t_850_weekave_pacific_ocean_pc19
350,h_850_weekave_pacific_ocean_pc18
350,slp_weekave_pacific_ocean_pc18
350,h_500_weekave_pacific_ocean_pc18
351,h_850_weekave_pacific_ocean_pc17
351,slp_weekave_pacific_ocean_pc17
352,h_500_weekave_pacific_ocean_pc17
352,t_500_weekave_pacific_ocean_pc17
353,t_500_weekave_pacific_trop_pc8
353,h_500_weekave_pacific_trop_pc9
354,t_850_weekave_pacific_trop_pc9
354,t_850_weekave_pacific_ocean_pc18
355,h_850_weekave_pacific_ocean_pc16
355,h_500_weekave_pacific_ocean_pc16
355,slp_weekave_pacific_ocean_pc16
356,h_500_weekave_pacific_trop_pc13
357,t_500_weekave_pacific_trop_pc14
358,slp_weekave_pacific_ocean_pc20
358,h_850_weekave_pacific_ocean_pc20
359,h_850_weekave_pacific_trop_pc7
359,slp_weekave_pacific_trop_pc7
360,h_850_weekave_pacific_trop_pc8
360,slp_weekave_pacific_trop_pc9
361,h_850_weekave_pacific_ocean_pc19
361,h_500_weekave_pacific_ocean_pc19
361,slp_weekave_pacific_ocean_pc19
362,t_850_weekave_pacific_ocean_pc15
363,t_850_weekave_pacific_ocean_pc14
364,t_500_weekave_pacific_ocean_pc20
365,slp_weekave_pacific_ocean_pc15
365,h_500_weekave_pacific_ocean_pc15
365,h_850_weekave_pacific_ocean_pc15
366,t_500_weekave_pacific_ocean_pc16
366,h_500_weekave_pacific_ocean_pc14
367,t_850_weekave_pacific_ocean_pc17
368,t_500_weekave_pacific_trop_pc11
369,h_500_weekave_pacific_trop_pc20
370,t_500_weekave_pacific_trop_pc13
370,h_500_weekave_pacific_trop_pc12
371,h_850_weekave_pacific_trop_pc15
371,slp_weekave_pacific_trop_pc15
372,t_850_weekave_pacific_trop_pc16
373,h_850_weekave_pacific_trop_pc13
373,slp_weekave_pacific_trop_pc14
374,t_850_weekave_pacific_trop_pc10
375,slp_weekave_pacific_trop_pc13
375,h_850_weekave_pacific_trop_pc14
376,t_850_weekave_pacific_trop_pc15
377,ts_weekave_pacific_trop_pc18
378,slp_weekave_pacific_trop_pc6
378,h_850_weekave_pacific_trop_pc6
379,t_500_weekave_pacific_trop_pc7
380,h_500_weekave_pacific_trop_pc14
381,t_850_weekave_pacific_trop_pc19
382,slp_weekave_pacific_trop_pc12
382,h_850_weekave_pacific_trop_pc12
383,t_850_weekave_pacific_trop_pc11
383,h_500_weekave_pacific_trop_pc10
384,t_500_weekave_pacific_trop_pc10
385,t_850_weekave_pacific_trop_pc13
386,ts_weekave_pacific_trop_pc15
387,t_850_weekave_pacific_trop_pc8
387,h_500_weekave_pacific_trop_pc8
388,t_850_weekave_pacific_trop_pc17
388,slp_weekave_pacific_trop_pc11
388,h_850_weekave_pacific_trop_pc11
389,slp_weekave_pacific_trop_pc18
389,h_850_weekave_pacific_trop_pc18
390,h_500_weekave_pacific_trop_pc19
390,t_500_weekave_pacific_trop_pc20
391,h_850_weekave_pacific_trop_pc17
391,slp_weekave_pacific_trop_pc16
392,h_500_weekave_pacific_trop_pc15
392,slp_weekave_pacific_trop_pc17
392,h_850_weekave_pacific_trop_pc16
393,t_500_weekave_pacific_trop_pc5
393,h_500_weekave_pacific_trop_pc6
394,t_850_weekave_pacific_trop_pc18
395,ts_weekave_pacific_ocean_pc5
396,ts_weekave_pacific_trop_pc6
397,t_850_weekave_pacific_trop_pc14
398,slp_weekave_arctic_pc17
398,h_850_weekave_arctic_pc17
399,h_850_weekave_arctic_pc18
399,slp_weekave_arctic_pc18
400,h_500_weekave_arctic_pc19
400,t_500_weekave_arctic_pc19
400,t_850_weekave_arctic_pc18
401,ts_weekave_arctic_pc19
402,slp_weekave_arctic_pc20
402,t_850_weekave_arctic_pc17
402,h_500_weekave_arctic_pc20
402,t_500_weekave_arctic_pc20
402,h_850_weekave_arctic_pc20
403,ts_weekave_arctic_pc17
404,t_500_weekave_arctic_pc17
404,h_500_weekave_arctic_pc18
405,slp_weekave_arctic_pc19
405,t_850_weekave_arctic_pc19
405,h_850_weekave_arctic_pc19
406,slp_weekave_arctic_pc16
406,h_850_weekave_arctic_pc16
407,h_500_weekave_arctic_pc17
407,t_850_weekave_arctic_pc16
407,t_500_weekave_arctic_pc18
408,h_500_weekave_arctic_pc16
408,t_500_weekave_arctic_pc16
408,t_850_weekave_arctic_pc20
409,ts_weekave_arctic_pc20
410,ts_weekave_arctic_pc13
411,ts_weekave_southern_canada_pc19
412,slp_weekave_arctic_pc11
412,h_850_weekave_arctic_pc10
413,h_850_weekave_arctic_pc11
413,slp_weekave_arctic_pc10
413,t_500_weekave_arctic_pc11
413,h_500_weekave_arctic_pc11
414,t_500_weekave_arctic_pc14
414,h_850_weekave_arctic_pc13
414,slp_weekave_arctic_pc13
414,t_850_weekave_arctic_pc11
414,h_500_weekave_arctic_pc13
415,ts_weekave_arctic_pc15
415,t_850_weekave_arctic_pc15
416,h_500_weekave_arctic_pc14
416,slp_weekave_arctic_pc12
416,t_500_weekave_arctic_pc13
416,h_850_weekave_arctic_pc12
416,t_850_weekave_arctic_pc13
417,ts_weekave_arctic_pc14
418,slp_weekave_arctic_pc15
418,h_850_weekave_arctic_pc15
419,h_500_weekave_arctic_pc15
419,t_500_weekave_arctic_pc15
419,ts_weekave_arctic_pc16
419,t_850_weekave_arctic_pc14
420,h_850_weekave_east_asia_pc6
420,slp_weekave_east_asia_pc7
421,t_500_weekave_arctic_pc12
421,t_850_weekave_arctic_pc12
421,h_850_weekave_arctic_pc14
421,slp_weekave_arctic_pc14
421,h_500_weekave_arctic_pc12
422,ts_weekave_arctic_pc11
423,slp_weekave_pacific_trop_pc5
423,h_500_weekave_pacific_trop_pc3
423,h_850_weekave_pacific_trop_pc4
424,h_500_weekave_pacific_trop_pc2
424,t_500_weekave_pacific_trop_pc2
425,slp_weekave_pacific_ocean_mean
425,h_500_weekave_pacific_ocean_mean
425,h_500_weekave_pacific_ocean_pc1
425,h_850_weekave_pacific_ocean_mean
425,t_850_weekave_pacific_ocean_pc1
425,slp_weekave_pacific_ocean_pc1
425,t_500_weekave_pacific_ocean_pc1
426,t_500_weekave_pacific_trop_pc4
426,h_500_weekave_pacific_trop_pc5
427,slp_weekave_east_asia_mean
427,h_850_weekave_arctic_pc9
427,slp_weekave_arctic_pc9
427,h_850_weekave_east_asia_pc1
427,slp_weekave_east_asia_pc1
427,h_850_weekave_east_asia_mean
428,t_850_weekave_east_asia_pc2
428,slp_weekave_east_asia_pc2
428,h_850_weekave_east_asia_pc2
428,ts_weekave_east_asia_pc2
428,t_500_weekave_east_asia_pc2
428,h_500_weekave_east_asia_pc2
429,slp_weekave_arctic_pc5
429,t_500_weekave_arctic_pc4
429,t_850_weekave_arctic_pc4
429,h_850_weekave_arctic_pc5
429,ts_weekave_arctic_pc2
429,h_500_weekave_arctic_pc4
430,t_850_weekave_arctic_pc7
430,t_850_weekave_arctic_mean
430,t_500_weekave_arctic_mean
430,ts_weekave_arctic_mean
430,t_500_weekave_arctic_pc6
431,slp_weekave_arctic_pc1
431,slp_weekave_arctic_mean
431,h_500_weekave_arctic_pc1
431,t_850_weekave_arctic_pc1
431,ts_weekave_arctic_pc1
431,t_500_weekave_arctic_pc1
431,h_500_weekave_arctic_mean
