Group,Feature
1,t_500_weekave_atlantic_trop_pc13
2,ts_weekave_arctic_pc18
3,t_500_weekave_mexico_gulf_pc16
4,t_500_weekave_atlantic_trop_pc20
5,h_500_weekave_atlantic_trop_pc11
6,t_500_weekave_atlantic_trop_pc11
7,t_500_weekave_atlantic_trop_pc14
8,h_500_weekave_atlantic_trop_pc18
9,t_500_weekave_mexico_gulf_pc5
10,h_500_weekave_mexico_gulf_pc12
11,h_500_weekave_atlantic_trop_pc20
12,t_500_weekave_atlantic_trop_pc19
13,h_500_weekave_atlantic_trop_pc14
14,t_500_weekave_atlantic_trop_pc18
15,t_500_weekave_atlantic_trop_pc15
16,t_500_weekave_atlantic_trop_pc8
17,h_500_weekave_atlantic_trop_pc15
17,t_500_weekave_atlantic_trop_pc16
18,slp_weekave_atlantic_trop_pc14
18,h_850_weekave_atlantic_trop_pc14
19,t_850_weekave_atlantic_trop_pc20
20,ts_weekave_atlantic_trop_pc20
21,ts_weekave_pacific_trop_pc7
22,ts_weekave_pacific_ocean_pc13
23,ts_weekave_atlantic_trop_pc10
24,ts_weekave_atlantic_trop_pc15
25,slp_weekave_atlantic_trop_pc16
26,t_850_weekave_atlantic_trop_pc16
27,slp_weekave_atlantic_trop_pc18
27,h_850_weekave_atlantic_trop_pc17
28,t_850_weekave_atlantic_trop_pc10
29,slp_weekave_atlantic_trop_pc15
30,h_850_weekave_atlantic_trop_pc16
31,slp_weekave_atlantic_trop_pc17
32,t_850_weekave_atlantic_trop_pc19
33,t_500_weekave_atlantic_trop_pc5
33,h_500_weekave_atlantic_trop_pc4
34,t_850_weekave_mexico_gulf_pc8
35,t_850_weekave_atlantic_trop_pc9
36,slp_weekave_atlantic_trop_pc11
37,t_850_weekave_atlantic_trop_pc15
38,ts_weekave_atlantic_trop_pc17
39,t_850_weekave_atlantic_trop_pc8
40,slp_weekave_atlantic_trop_pc10
41,t_850_weekave_atlantic_trop_pc12
42,h_850_weekave_atlantic_trop_pc13
43,slp_weekave_atlantic_trop_pc12
44,h_850_weekave_atlantic_trop_pc18
45,t_850_weekave_atlantic_trop_pc17
46,ts_weekave_atlantic_trop_pc2
47,t_850_weekave_atlantic_trop_pc13
48,h_850_weekave_atlantic_trop_pc12
48,slp_weekave_atlantic_trop_pc8
49,t_850_weekave_atlantic_trop_pc6
50,slp_weekave_atlantic_trop_pc13
50,h_850_weekave_atlantic_trop_pc11
51,h_500_weekave_atlantic_trop_pc13
52,ts_weekave_atlantic_trop_pc13
53,h_850_weekave_atlantic_trop_pc10
53,slp_weekave_atlantic_trop_pc9
54,t_850_weekave_atlantic_trop_pc14
55,h_850_weekave_atlantic_trop_pc15
56,h_850_weekave_atlantic_trop_pc20
57,slp_weekave_atlantic_trop_pc20
58,ts_weekave_atlantic_trop_pc19
59,t_500_weekave_atlantic_trop_pc7
59,h_500_weekave_atlantic_trop_pc7
60,t_850_weekave_atlantic_trop_pc3
60,h_850_weekave_atlantic_trop_pc6
60,slp_weekave_atlantic_trop_pc4
61,h_500_weekave_atlantic_trop_pc19
62,t_500_weekave_atlantic_trop_pc12
63,ts_weekave_atlantic_trop_pc18
64,ts_weekave_atlantic_ocean_pc20
65,ts_weekave_mexico_gulf_pc20
66,ts_weekave_pacific_ocean_pc7
67,ts_weekave_atlantic_ocean_pc16
68,ts_weekave_pacific_trop_pc19
69,ts_weekave_pacific_trop_pc14
70,ts_weekave_atlantic_trop_pc16
71,ts_weekave_pacific_ocean_pc16
72,ts_weekave_pacific_ocean_pc20
73,ts_weekave_pacific_trop_pc20
74,ts_weekave_atlantic_ocean_pc12
75,ts_weekave_mexico_gulf_pc17
76,ts_weekave_atlantic_trop_pc7
77,ts_weekave_pacific_ocean_pc11
78,ts_weekave_conus_pc18
79,ts_weekave_mexico_gulf_pc18
80,ts_weekave_pacific_trop_pc4
81,ts_weekave_atlantic_trop_pc6
82,ts_weekave_pacific_ocean_pc6
83,ts_weekave_atlantic_ocean_pc13
84,ts_weekave_pacific_ocean_pc12
85,ts_weekave_pacific_trop_pc13
86,ts_weekave_atlantic_ocean_pc9
87,ts_weekave_atlantic_trop_pc14
88,MW_lag_1
88,MW_lag_2
89,MW_lag_4
89,MW_lag_3
90,MW_lag_5
91,ts_weekave_atlantic_ocean_pc6
92,ts_weekave_atlantic_ocean_pc5
93,ts_weekave_atlantic_trop_pc5
94,ts_weekave_pacific_ocean_pc8
95,ts_weekave_atlantic_ocean_pc15
96,ts_weekave_pacific_trop_pc10
97,ts_weekave_mexico_gulf_pc13
98,ts_weekave_pacific_trop_pc16
99,ts_weekave_atlantic_ocean_pc17
100,ts_weekave_pacific_trop_pc11
101,ts_weekave_pacific_ocean_pc17
102,ts_weekave_mexico_gulf_pc14
103,t_850_weekave_mexico_gulf_pc17
104,ts_weekave_pacific_trop_pc8
105,ts_weekave_atlantic_ocean_pc18
106,ts_weekave_atlantic_trop_pc12
107,ts_weekave_mexico_gulf_pc16
108,ts_weekave_pacific_ocean_pc19
109,ts_weekave_pacific_trop_pc17
110,ts_weekave_pacific_ocean_pc18
111,t_850_weekave_pacific_ocean_pc13
112,t_850_weekave_pacific_trop_pc20
113,ts_weekave_pacific_trop_pc12
114,ts_weekave_pacific_ocean_pc14
115,ts_weekave_atlantic_ocean_pc19
116,h_500_weekave_mexico_gulf_pc15
117,t_500_weekave_mexico_gulf_pc18
118,t_500_weekave_conus_pc20
119,t_500_weekave_mexico_gulf_pc14
120,ts_weekave_atlantic_ocean_pc7
121,t_850_weekave_mexico_gulf_pc20
122,slp_weekave_mexico_gulf_pc17
122,h_850_weekave_mexico_gulf_pc15
123,slp_weekave_mexico_gulf_pc20
123,h_850_weekave_mexico_gulf_pc18
124,h_500_weekave_mexico_gulf_pc19
125,h_500_weekave_mexico_gulf_pc20
126,t_500_weekave_mexico_gulf_pc20
127,h_850_weekave_mexico_gulf_pc19
128,t_500_weekave_mexico_gulf_pc11
129,h_500_weekave_mexico_gulf_pc18
130,slp_weekave_mexico_gulf_pc18
131,h_850_weekave_mexico_gulf_pc20
132,ts_weekave_mexico_gulf_pc19
133,t_500_weekave_mexico_gulf_pc19
134,t_500_weekave_mexico_gulf_pc15
135,h_500_weekave_mexico_gulf_pc16
136,h_850_weekave_mexico_gulf_pc17
137,slp_weekave_mexico_gulf_pc14
137,h_850_weekave_mexico_gulf_pc11
138,t_500_weekave_mexico_gulf_pc9
139,h_500_weekave_mexico_gulf_pc10
140,t_850_weekave_mexico_gulf_pc13
141,h_850_weekave_mexico_gulf_pc16
142,t_850_weekave_mexico_gulf_pc10
143,ts_weekave_mexico_gulf_pc15
144,t_500_weekave_mexico_gulf_pc12
145,h_500_weekave_mexico_gulf_pc13
146,ts_weekave_mexico_gulf_pc11
147,slp_weekave_mexico_gulf_pc13
148,ts_weekave_mexico_gulf_pc12
149,t_850_weekave_mexico_gulf_pc14
150,slp_weekave_mexico_gulf_pc19
150,h_850_weekave_mexico_gulf_pc14
151,h_500_weekave_mexico_gulf_pc17
152,t_500_weekave_mexico_gulf_pc17
153,h_850_weekave_mexico_gulf_pc13
154,slp_weekave_mexico_gulf_pc16
155,t_850_weekave_mexico_gulf_pc12
156,h_850_weekave_mexico_gulf_pc12
156,slp_weekave_mexico_gulf_pc15
157,h_500_weekave_mexico_gulf_pc14
158,ts_weekave_mexico_gulf_pc9
159,t_850_weekave_mexico_gulf_pc18
160,ts_weekave_mexico_gulf_pc10
161,t_850_weekave_mexico_gulf_pc15
162,slp_weekave_mexico_gulf_pc10
162,t_850_weekave_mexico_gulf_pc7
163,t_850_weekave_conus_pc20
164,t_500_weekave_conus_pc15
164,h_500_weekave_conus_pc17
165,t_500_weekave_conus_pc16
165,h_500_weekave_conus_pc15
166,h_850_weekave_mexico_gulf_pc10
166,slp_weekave_mexico_gulf_pc12
167,h_500_weekave_mexico_gulf_pc11
168,t_500_weekave_mexico_gulf_pc10
169,t_850_weekave_conus_pc19
170,ts_weekave_conus_pc20
171,h_500_weekave_conus_pc19
171,t_500_weekave_conus_pc19
172,h_850_weekave_conus_pc20
173,slp_weekave_conus_pc20
174,ts_weekave_southern_canada_pc7
175,ts_weekave_conus_pc15
176,ts_weekave_atlantic_ocean_pc14
177,slp_weekave_conus_pc17
178,h_850_weekave_conus_pc19
179,t_850_weekave_conus_pc18
180,t_850_weekave_southern_canada_pc20
181,t_500_weekave_conus_pc18
181,h_500_weekave_conus_pc18
182,t_850_weekave_conus_pc17
183,ts_weekave_conus_pc17
183,t_850_weekave_conus_pc16
184,h_850_weekave_conus_pc16
185,slp_weekave_conus_pc16
186,t_850_weekave_mexico_gulf_pc11
187,t_850_weekave_conus_pc14
188,h_850_weekave_conus_pc17
188,slp_weekave_conus_pc19
189,t_850_weekave_conus_pc15
190,ts_weekave_conus_pc19
191,t_500_weekave_conus_pc14
191,h_500_weekave_conus_pc14
192,h_850_weekave_conus_pc15
192,slp_weekave_conus_pc18
193,t_500_weekave_southern_canada_pc20
193,h_500_weekave_southern_canada_pc20
194,h_500_weekave_conus_pc11
194,t_500_weekave_conus_pc12
