Group,Mean_Importance,Std_Importance,Group_Size,Feature,Region,Horizon
384,0.0280583147085402,0.0282331116692179,11,t_850_weekave_southern_canada_pc4,MW,1
384,0.0280583147085402,0.0282331116692179,11,ts_weekave_southern_canada_pc4,MW,1
384,0.0280583147085402,0.0282331116692179,11,h_500_weekave_atlantic_ocean_pc2,MW,1
384,0.0280583147085402,0.0282331116692179,11,slp_weekave_atlantic_ocean_pc2,MW,1
384,0.0280583147085402,0.0282331116692179,11,h_500_weekave_atlantic_ocean_mean,MW,1
384,0.0280583147085402,0.0282331116692179,11,h_850_weekave_atlantic_ocean_mean,MW,1
386,0.0272060716388236,0.0224196746251443,7,slp_weekave_conus_mean,MW,1
386,0.0272060716388236,0.0224196746251443,7,h_850_weekave_mexico_gulf_pc1,MW,1
386,0.0272060716388236,0.0224196746251443,7,h_850_weekave_southern_canada_pc4,MW,1
386,0.0272060716388236,0.0224196746251443,7,slp_weekave_southern_canada_pc4,MW,1
386,0.0272060716388236,0.0224196746251443,7,slp_weekave_mexico_gulf_pc1,MW,1
386,0.0272060716388236,0.0224196746251443,7,slp_weekave_conus_pc2,MW,1
386,0.0272060716388236,0.0224196746251443,7,h_850_weekave_conus_pc1,MW,1
287,0.0232011693342422,0.0096847229620245,6,slp_weekave_east_asia_mean,MW,1
287,0.0232011693342422,0.0096847229620245,6,h_850_weekave_east_asia_mean,MW,1
287,0.0232011693342422,0.0096847229620245,6,slp_weekave_east_asia_pc1,MW,1
287,0.0232011693342422,0.0096847229620245,6,h_850_weekave_east_asia_pc1,MW,1
287,0.0232011693342422,0.0096847229620245,6,slp_weekave_arctic_pc9,MW,1
287,0.0232011693342422,0.0096847229620245,6,h_850_weekave_arctic_pc9,MW,1
385,0.0203367987737499,0.0127367178167982,6,h_850_weekave_arctic_pc3,MW,1
385,0.0203367987737499,0.0127367178167982,6,t_850_weekave_arctic_pc3,MW,1
385,0.0203367987737499,0.0127367178167982,6,ts_weekave_arctic_pc4,MW,1
385,0.0203367987737499,0.0127367178167982,6,slp_weekave_arctic_pc3,MW,1
385,0.0203367987737499,0.0127367178167982,6,t_500_weekave_arctic_pc3,MW,1
385,0.0203367987737499,0.0127367178167982,6,h_500_weekave_arctic_pc3,MW,1
312,0.0199646123532426,0.0075977466449522,4,ts_weekave_arctic_pc16,MW,1
312,0.0199646123532426,0.0075977466449522,4,t_850_weekave_arctic_pc14,MW,1
312,0.0199646123532426,0.0075977466449522,4,h_500_weekave_arctic_pc15,MW,1
312,0.0199646123532426,0.0075977466449522,4,t_500_weekave_arctic_pc15,MW,1
362,0.0164279394348835,0.0091814533180371,7,h_850_weekave_pacific_ocean_mean,MW,1
362,0.0164279394348835,0.0091814533180371,7,slp_weekave_pacific_ocean_mean,MW,1
362,0.0164279394348835,0.0091814533180371,7,h_500_weekave_pacific_ocean_pc1,MW,1
362,0.0164279394348835,0.0091814533180371,7,slp_weekave_pacific_ocean_pc1,MW,1
362,0.0164279394348835,0.0091814533180371,7,t_850_weekave_pacific_ocean_pc1,MW,1
362,0.0164279394348835,0.0091814533180371,7,t_500_weekave_pacific_ocean_pc1,MW,1
362,0.0164279394348835,0.0091814533180371,7,h_500_weekave_pacific_ocean_mean,MW,1
69,0.0149516261077268,0.0066343311073127,3,slp_weekave_pacific_ocean_pc9,MW,1
69,0.0149516261077268,0.0066343311073127,3,h_850_weekave_pacific_ocean_pc9,MW,1
69,0.0149516261077268,0.0066343311073127,3,h_500_weekave_pacific_ocean_pc9,MW,1
380,0.0138181110456344,0.0058782766287832,5,h_500_weekave_atlantic_ocean_pc4,MW,1
380,0.0138181110456344,0.0058782766287832,5,t_850_weekave_atlantic_ocean_pc4,MW,1
380,0.0138181110456344,0.0058782766287832,5,t_500_weekave_atlantic_ocean_pc5,MW,1
380,0.0138181110456344,0.0058782766287832,5,slp_weekave_atlantic_ocean_pc4,MW,1
380,0.0138181110456344,0.0058782766287832,5,t_850_weekave_atlantic_ocean_pc5,MW,1
392,0.013618883318795,0.0079463332995509,4,t_500_weekave_conus_pc6,MW,1
392,0.013618883318795,0.0079463332995509,4,t_850_weekave_conus_pc6,MW,1
392,0.013618883318795,0.0079463332995509,4,ts_weekave_conus_pc6,MW,1
392,0.013618883318795,0.0079463332995509,4,h_500_weekave_conus_pc6,MW,1
210,0.0120492238237795,0.0039387963624801,3,t_500_weekave_southern_canada_pc11,MW,1
210,0.0120492238237795,0.0039387963624801,3,h_500_weekave_southern_canada_pc11,MW,1
210,0.0120492238237795,0.0039387963624801,3,t_850_weekave_southern_canada_pc10,MW,1
419,0.0116166005557626,0.0040625916568592,2,ts_weekave_mexico_gulf_pc7,MW,1
419,0.0116166005557626,0.0040625916568592,2,t_850_weekave_mexico_gulf_pc5,MW,1
408,0.0113227097289667,0.0115260017476246,4,t_850_weekave_conus_pc8,MW,1
408,0.0113227097289667,0.0115260017476246,4,ts_weekave_conus_pc8,MW,1
408,0.0113227097289667,0.0115260017476246,4,h_500_weekave_conus_pc7,MW,1
408,0.0113227097289667,0.0115260017476246,4,t_500_weekave_conus_pc8,MW,1
134,0.0102326313794883,0.0044643195795006,2,h_850_weekave_pacific_trop_pc7,MW,1
134,0.0102326313794883,0.0044643195795006,2,slp_weekave_pacific_trop_pc7,MW,1
299,0.0100893959248741,0.0052258278637686,1,ts_weekave_arctic_pc6,MW,1
379,0.009365099988173,0.004802373472679,4,t_850_weekave_atlantic_ocean_mean,MW,1
379,0.009365099988173,0.004802373472679,4,t_850_weekave_atlantic_ocean_pc6,MW,1
379,0.009365099988173,0.004802373472679,4,t_500_weekave_atlantic_ocean_mean,MW,1
379,0.009365099988173,0.004802373472679,4,t_500_weekave_atlantic_ocean_pc4,MW,1
487,0.0089927309724839,0.0033271358491992,2,h_500_weekave_atlantic_trop_pc15,MW,1
487,0.0089927309724839,0.0033271358491992,2,t_500_weekave_atlantic_trop_pc16,MW,1
224,0.0088417093803927,0.0075267698650736,2,slp_weekave_conus_pc11,MW,1
224,0.0088417093803927,0.0075267698650736,2,h_850_weekave_conus_pc14,MW,1
369,0.0088406799242147,0.0039309420262651,2,h_500_weekave_mexico_gulf_pc7,MW,1
369,0.0088406799242147,0.0039309420262651,2,t_500_weekave_mexico_gulf_pc8,MW,1
402,0.0086759687424801,0.0078539553905661,5,t_500_weekave_pacific_ocean_pc4,MW,1
402,0.0086759687424801,0.0078539553905661,5,h_850_weekave_pacific_ocean_pc4,MW,1
402,0.0086759687424801,0.0078539553905661,5,h_500_weekave_pacific_ocean_pc4,MW,1
402,0.0086759687424801,0.0078539553905661,5,t_850_weekave_pacific_ocean_pc5,MW,1
402,0.0086759687424801,0.0078539553905661,5,slp_weekave_pacific_ocean_pc4,MW,1
305,0.00846167606213,0.0150943389216428,5,t_500_weekave_pacific_ocean_pc3,MW,1
305,0.00846167606213,0.0150943389216428,5,h_500_weekave_pacific_ocean_pc3,MW,1
305,0.00846167606213,0.0150943389216428,5,h_850_weekave_pacific_ocean_pc2,MW,1
305,0.00846167606213,0.0150943389216428,5,slp_weekave_pacific_ocean_pc2,MW,1
305,0.00846167606213,0.0150943389216428,5,t_850_weekave_pacific_ocean_pc3,MW,1
214,0.0084407269312934,0.0046847409118644,1,ts_weekave_southern_canada_pc12,MW,1
74,0.008345060389837,0.0038172245304344,2,t_500_weekave_pacific_ocean_pc9,MW,1
74,0.008345060389837,0.0038172245304344,2,t_850_weekave_pacific_ocean_pc8,MW,1
316,0.0080702465178231,0.0053974027447971,2,ts_weekave_arctic_pc15,MW,1
316,0.0080702465178231,0.0053974027447971,2,t_850_weekave_arctic_pc15,MW,1
141,0.0080597741525807,0.0028532679355333,3,slp_weekave_pacific_ocean_pc11,MW,1
141,0.0080597741525807,0.0028532679355333,3,h_500_weekave_pacific_ocean_pc12,MW,1
141,0.0080597741525807,0.0028532679355333,3,h_850_weekave_pacific_ocean_pc11,MW,1
336,0.0080283354035651,0.0034755037471535,1,h_500_weekave_atlantic_trop_pc8,MW,1
526,0.0076846709555976,0.0032459725614569,1,slp_weekave_atlantic_trop_pc16,MW,1
440,0.0076376281535546,0.0030552163419529,1,ts_weekave_mexico_gulf_pc13,MW,1
357,0.0075558973382603,0.0046996005197681,2,h_850_weekave_east_asia_pc6,MW,1
357,0.0075558973382603,0.0046996005197681,2,slp_weekave_east_asia_pc7,MW,1
288,0.0075456640746253,0.0075179692302159,6,h_850_weekave_east_asia_pc2,MW,1
288,0.0075456640746253,0.0075179692302159,6,h_500_weekave_east_asia_pc2,MW,1
288,0.0075456640746253,0.0075179692302159,6,ts_weekave_east_asia_pc2,MW,1
288,0.0075456640746253,0.0075179692302159,6,t_850_weekave_east_asia_pc2,MW,1
288,0.0075456640746253,0.0075179692302159,6,slp_weekave_east_asia_pc2,MW,1
288,0.0075456640746253,0.0075179692302159,6,t_500_weekave_east_asia_pc2,MW,1
220,0.0075456120604938,0.004272645713239,2,h_500_weekave_southern_canada_pc17,MW,1
220,0.0075456120604938,0.004272645713239,2,t_500_weekave_southern_canada_pc17,MW,1
155,0.0074683932617437,0.0029609934142867,1,t_850_weekave_pacific_trop_pc13,MW,1
303,0.0074228464733459,0.00479974887925,1,ts_weekave_arctic_pc14,MW,1
158,0.0073816036695754,0.0061889334472709,3,t_850_weekave_pacific_trop_pc17,MW,1
158,0.0073816036695754,0.0061889334472709,3,slp_weekave_pacific_trop_pc11,MW,1
158,0.0073816036695754,0.0061889334472709,3,h_850_weekave_pacific_trop_pc11,MW,1
505,0.007303496810387,0.0058910649407302,2,t_500_weekave_atlantic_trop_pc6,MW,1
505,0.007303496810387,0.0058910649407302,2,h_500_weekave_atlantic_trop_pc6,MW,1
391,0.0073008168341327,0.0055862314914304,3,t_500_weekave_southern_canada_pc8,MW,1
391,0.0073008168341327,0.0055862314914304,3,t_850_weekave_southern_canada_pc7,MW,1
391,0.0073008168341327,0.0055862314914304,3,h_500_weekave_southern_canada_pc8,MW,1
137,0.0072659560603378,0.0058055119479326,2,t_500_weekave_pacific_ocean_pc15,MW,1
137,0.0072659560603378,0.0058055119479326,2,t_850_weekave_pacific_ocean_pc16,MW,1
504,0.0070613180694275,0.0031843787918497,3,slp_weekave_atlantic_ocean_pc12,MW,1
504,0.0070613180694275,0.0031843787918497,3,h_500_weekave_atlantic_ocean_pc12,MW,1
504,0.0070613180694275,0.0031843787918497,3,h_850_weekave_atlantic_ocean_pc12,MW,1
367,0.0069414190192612,0.0049149193233715,3,h_500_weekave_atlantic_ocean_pc6,MW,1
367,0.0069414190192612,0.0049149193233715,3,t_500_weekave_atlantic_ocean_pc7,MW,1
367,0.0069414190192612,0.0049149193233715,3,h_850_weekave_atlantic_ocean_pc6,MW,1
434,0.0068333234781707,0.0025688177380807,2,h_850_weekave_mexico_gulf_pc18,MW,1
434,0.0068333234781707,0.0025688177380807,2,slp_weekave_mexico_gulf_pc20,MW,1
411,0.0068265148012584,0.0036302303510962,2,t_500_weekave_mexico_gulf_pc7,MW,1
411,0.0068265148012584,0.0036302303510962,2,h_500_weekave_mexico_gulf_pc8,MW,1
215,0.006758097859315,0.0037679565387235,3,t_850_weekave_southern_canada_pc12,MW,1
215,0.006758097859315,0.0037679565387235,3,t_500_weekave_southern_canada_pc12,MW,1
215,0.006758097859315,0.0037679565387235,3,h_500_weekave_southern_canada_pc12,MW,1
513,0.0067238448081819,0.0043794156004118,3,h_850_weekave_atlantic_ocean_pc14,MW,1
513,0.0067238448081819,0.0043794156004118,3,h_500_weekave_atlantic_ocean_pc14,MW,1
513,0.0067238448081819,0.0043794156004118,3,slp_weekave_atlantic_ocean_pc14,MW,1
6,0.0066692798176071,0.0053690961700624,1,h_500_weekave_pacific_trop_pc18,MW,1
355,0.0066283375207659,0.0018083643736637,1,h_500_weekave_atlantic_trop_pc12,MW,1
418,0.0065668914265379,0.0037557161158662,2,h_500_weekave_mexico_gulf_pc6,MW,1
418,0.0065668914265379,0.0037557161158662,2,t_850_weekave_mexico_gulf_pc6,MW,1
335,0.0065452460786286,0.0023827516465879,2,slp_weekave_atlantic_trop_pc3,MW,1
335,0.0065452460786286,0.0023827516465879,2,h_850_weekave_atlantic_trop_pc3,MW,1
475,0.0065010055933452,0.0033745563786665,1,ts_weekave_mexico_gulf_pc10,MW,1
433,0.0063188053955065,0.0047787610811898,2,h_850_weekave_mexico_gulf_pc15,MW,1
433,0.0063188053955065,0.0047787610811898,2,slp_weekave_mexico_gulf_pc17,MW,1
78,0.00630879514843,0.0057772904363976,5,h_500_weekave_east_asia_pc6,MW,1
78,0.00630879514843,0.0057772904363976,5,t_500_weekave_east_asia_pc6,MW,1
78,0.00630879514843,0.0057772904363976,5,t_500_weekave_east_asia_pc7,MW,1
78,0.00630879514843,0.0057772904363976,5,ts_weekave_east_asia_pc5,MW,1
78,0.00630879514843,0.0057772904363976,5,t_850_weekave_east_asia_pc6,MW,1
24,0.0062976614076077,0.0027349878838557,1,t_850_weekave_mexico_gulf_pc17,MW,1
246,0.0062780345108854,0.0043577981907559,1,h_850_weekave_conus_pc19,MW,1
396,0.0061965281353562,0.0055667886231498,3,t_500_weekave_southern_canada_pc6,MW,1
396,0.0061965281353562,0.0055667886231498,3,h_500_weekave_southern_canada_pc6,MW,1
396,0.0061965281353562,0.0055667886231498,3,t_850_weekave_southern_canada_pc6,MW,1
151,0.0061423144200138,0.0040601742968062,2,t_500_weekave_pacific_trop_pc3,MW,1
151,0.0061423144200138,0.0040601742968062,2,t_500_weekave_pacific_ocean_pc14,MW,1
276,0.0059605098115997,0.0099853199085898,5,h_850_weekave_arctic_pc20,MW,1
276,0.0059605098115997,0.0099853199085898,5,t_850_weekave_arctic_pc17,MW,1
276,0.0059605098115997,0.0099853199085898,5,t_500_weekave_arctic_pc20,MW,1
276,0.0059605098115997,0.0099853199085898,5,slp_weekave_arctic_pc20,MW,1
276,0.0059605098115997,0.0099853199085898,5,h_500_weekave_arctic_pc20,MW,1
118,0.0059002874036254,0.0025750669158448,1,t_500_weekave_pacific_trop_pc12,MW,1
213,0.0058040322791349,0.0040483831516519,2,h_850_weekave_southern_canada_pc12,MW,1
213,0.0058040322791349,0.0040483831516519,2,slp_weekave_southern_canada_pc12,MW,1
66,0.0058010249265464,0.006322240974389,4,t_850_weekave_pacific_ocean_pc7,MW,1
66,0.0058010249265464,0.006322240974389,4,h_500_weekave_pacific_ocean_pc7,MW,1
66,0.0058010249265464,0.006322240974389,4,h_850_weekave_pacific_ocean_pc7,MW,1
66,0.0058010249265464,0.006322240974389,4,slp_weekave_pacific_ocean_pc7,MW,1
358,0.0057026453764303,0.004350381629297,5,slp_weekave_arctic_pc14,MW,1
358,0.0057026453764303,0.004350381629297,5,h_850_weekave_arctic_pc14,MW,1
358,0.0057026453764303,0.004350381629297,5,t_500_weekave_arctic_pc12,MW,1
358,0.0057026453764303,0.004350381629297,5,h_500_weekave_arctic_pc12,MW,1
358,0.0057026453764303,0.004350381629297,5,t_850_weekave_arctic_pc12,MW,1
91,0.0056496904499074,0.006203709441209,4,t_500_weekave_east_asia_pc12,MW,1
91,0.0056496904499074,0.006203709441209,4,h_500_weekave_east_asia_pc10,MW,1
91,0.0056496904499074,0.006203709441209,4,ts_weekave_east_asia_pc9,MW,1
91,0.0056496904499074,0.006203709441209,4,t_850_weekave_east_asia_pc10,MW,1
256,0.0055547522408859,0.0154462515449526,2,h_850_weekave_conus_pc17,MW,1
256,0.0055547522408859,0.0154462515449526,2,slp_weekave_conus_pc19,MW,1
262,0.0054729600597815,0.0033614952306277,2,h_500_weekave_conus_pc11,MW,1
262,0.0054729600597815,0.0033614952306277,2,t_500_weekave_conus_pc12,MW,1
107,0.00545878077976,0.0023194741830751,2,t_500_weekave_pacific_ocean_pc18,MW,1
107,0.00545878077976,0.0023194741830751,2,h_500_weekave_pacific_ocean_pc20,MW,1
298,0.0053524276839432,0.0089240245027325,6,h_500_weekave_arctic_pc6,MW,1
298,0.0053524276839432,0.0089240245027325,6,h_850_weekave_arctic_pc6,MW,1
298,0.0053524276839432,0.0089240245027325,6,slp_weekave_arctic_pc6,MW,1
298,0.0053524276839432,0.0089240245027325,6,t_850_weekave_arctic_pc5,MW,1
298,0.0053524276839432,0.0089240245027325,6,t_500_weekave_arctic_pc5,MW,1
298,0.0053524276839432,0.0089240245027325,6,ts_weekave_arctic_pc5,MW,1
120,0.0053170455737927,0.0042692099522525,2,h_850_weekave_pacific_ocean_pc17,MW,1
120,0.0053170455737927,0.0042692099522525,2,slp_weekave_pacific_ocean_pc17,MW,1
50,0.0052505030313696,0.0023801275725285,1,ts_weekave_pacific_trop_pc13,MW,1
494,0.0052095578914518,0.0021105242396348,1,t_850_weekave_atlantic_ocean_pc20,MW,1
511,0.0050277469836432,0.0039081579382077,2,t_850_weekave_atlantic_ocean_pc15,MW,1
511,0.0050277469836432,0.0039081579382077,2,t_500_weekave_atlantic_ocean_pc14,MW,1
71,0.0050272852394517,0.0062034711919356,2,t_850_weekave_pacific_ocean_pc11,MW,1
71,0.0050272852394517,0.0062034711919356,2,t_500_weekave_pacific_ocean_pc11,MW,1
58,0.0049830447008228,0.002792504353208,2,ts_weekave_east_asia_pc15,MW,1
58,0.0049830447008228,0.002792504353208,2,t_850_weekave_east_asia_pc16,MW,1
350,0.0046537026531201,0.0058037595154778,4,t_850_weekave_atlantic_ocean_pc9,MW,1
350,0.0046537026531201,0.0058037595154778,4,h_500_weekave_atlantic_ocean_pc8,MW,1
350,0.0046537026531201,0.0058037595154778,4,h_850_weekave_atlantic_ocean_pc8,MW,1
350,0.0046537026531201,0.0058037595154778,4,slp_weekave_atlantic_ocean_pc8,MW,1
470,0.0046387816835273,0.0035679848111083,1,t_850_weekave_mexico_gulf_pc12,MW,1
257,0.0044957144153955,0.0034814404783755,1,t_850_weekave_conus_pc15,MW,1
97,0.0044044800952884,0.0034863744158375,2,h_850_weekave_east_asia_pc18,MW,1
97,0.0044044800952884,0.0034863744158375,2,slp_weekave_east_asia_pc20,MW,1
80,0.0043592413223883,0.0041549007374169,2,slp_weekave_east_asia_pc10,MW,1
80,0.0043592413223883,0.0041549007374169,2,t_500_weekave_east_asia_pc10,MW,1
413,0.0043382066802424,0.0026950565750954,2,slp_weekave_conus_pc10,MW,1
413,0.0043382066802424,0.0026950565750954,2,h_850_weekave_conus_pc10,MW,1
325,0.0043350453582446,0.0025463963463928,2,slp_weekave_atlantic_trop_pc19,MW,1
325,0.0043350453582446,0.0025463963463928,2,h_850_weekave_atlantic_trop_pc19,MW,1
415,0.0043106046902658,0.0033296444814483,1,h_500_weekave_mexico_gulf_pc9,MW,1
562,0.0043095590706339,0.002231290595312,1,t_500_weekave_atlantic_trop_pc12,MW,1
499,0.0041049442471011,0.0048439212435222,3,slp_weekave_atlantic_ocean_pc18,MW,1
499,0.0041049442471011,0.0048439212435222,3,h_850_weekave_atlantic_ocean_pc18,MW,1
499,0.0041049442471011,0.0048439212435222,3,h_500_weekave_atlantic_ocean_pc17,MW,1
315,0.0040554042201506,0.0076620509177661,5,t_500_weekave_arctic_pc14,MW,1
315,0.0040554042201506,0.0076620509177661,5,t_850_weekave_arctic_pc11,MW,1
315,0.0040554042201506,0.0076620509177661,5,h_500_weekave_arctic_pc13,MW,1
315,0.0040554042201506,0.0076620509177661,5,slp_weekave_arctic_pc13,MW,1
315,0.0040554042201506,0.0076620509177661,5,h_850_weekave_arctic_pc13,MW,1
132,0.0040518460773146,0.0016518661943552,1,t_500_weekave_pacific_trop_pc14,MW,1
101,0.0040515765270374,0.0041605415358013,2,h_500_weekave_east_asia_pc11,MW,1
101,0.0040515765270374,0.0041605415358013,2,t_500_weekave_east_asia_pc14,MW,1
339,0.0039966963206738,0.0058462850794514,5,h_850_weekave_atlantic_trop_pc1,MW,1
339,0.0039966963206738,0.0058462850794514,5,slp_weekave_atlantic_trop_pc1,MW,1
339,0.0039966963206738,0.0058462850794514,5,slp_weekave_atlantic_ocean_pc10,MW,1
339,0.0039966963206738,0.0058462850794514,5,h_500_weekave_atlantic_ocean_pc10,MW,1
339,0.0039966963206738,0.0058462850794514,5,h_850_weekave_atlantic_ocean_pc10,MW,1
131,0.003993106864862,0.0021905003725478,1,h_500_weekave_pacific_trop_pc13,MW,1
307,0.0039499584567215,0.0052807113040097,3,t_850_weekave_east_asia_pc3,MW,1
