Group,Feature
1,t_500_weekave_atlantic_trop_pc20
2,ts_weekave_atlantic_trop_pc20
3,SW_lag_4
4,SW_lag_5
5,SW_lag_3
6,SW_lag_1
7,SW_lag_2
8,ts_weekave_pacific_ocean_pc7
9,ts_weekave_pacific_trop_pc7
10,ts_weekave_pacific_ocean_pc13
11,ts_weekave_atlantic_trop_pc10
12,ts_weekave_atlantic_trop_pc15
13,slp_weekave_atlantic_trop_pc16
14,t_850_weekave_atlantic_trop_pc16
15,ts_weekave_pacific_ocean_pc12
16,ts_weekave_pacific_trop_pc13
17,ts_weekave_atlantic_ocean_pc9
18,ts_weekave_atlantic_trop_pc14
19,ts_weekave_pacific_ocean_pc20
20,ts_weekave_pacific_trop_pc20
21,ts_weekave_pacific_trop_pc16
22,ts_weekave_atlantic_ocean_pc17
23,ts_weekave_pacific_trop_pc12
24,ts_weekave_pacific_ocean_pc14
25,ts_weekave_atlantic_ocean_pc6
26,ts_weekave_atlantic_ocean_pc16
27,ts_weekave_pacific_trop_pc19
28,ts_weekave_pacific_trop_pc14
29,ts_weekave_atlantic_trop_pc16
30,ts_weekave_pacific_ocean_pc16
31,ts_weekave_atlantic_ocean_pc5
32,ts_weekave_atlantic_trop_pc5
33,ts_weekave_pacific_ocean_pc8
34,ts_weekave_atlantic_ocean_pc15
35,t_500_weekave_atlantic_trop_pc13
36,ts_weekave_arctic_pc18
37,ts_weekave_mexico_gulf_pc16
38,ts_weekave_pacific_ocean_pc19
39,ts_weekave_mexico_gulf_pc14
40,t_850_weekave_mexico_gulf_pc17
41,ts_weekave_pacific_trop_pc8
42,ts_weekave_atlantic_ocean_pc18
43,ts_weekave_pacific_trop_pc11
44,ts_weekave_pacific_ocean_pc17
45,ts_weekave_pacific_trop_pc17
46,ts_weekave_pacific_ocean_pc18
47,t_850_weekave_pacific_ocean_pc13
48,t_850_weekave_pacific_trop_pc20
49,ts_weekave_atlantic_trop_pc17
50,ts_weekave_atlantic_ocean_pc19
51,ts_weekave_atlantic_trop_pc18
52,ts_weekave_atlantic_ocean_pc20
53,ts_weekave_mexico_gulf_pc20
54,t_500_weekave_atlantic_ocean_pc9
55,t_850_weekave_atlantic_ocean_pc10
56,ts_weekave_atlantic_ocean_pc10
57,ts_weekave_arctic_pc13
58,ts_weekave_southern_canada_pc19
59,t_850_weekave_southern_canada_pc16
60,ts_weekave_southern_canada_pc16
61,ts_weekave_atlantic_ocean_pc11
62,ts_weekave_southern_canada_pc17
63,ts_weekave_atlantic_ocean_pc4
64,ts_weekave_pacific_ocean_pc10
65,ts_weekave_atlantic_ocean_pc12
66,ts_weekave_mexico_gulf_pc17
67,ts_weekave_atlantic_trop_pc7
68,ts_weekave_pacific_ocean_pc11
69,t_500_weekave_mexico_gulf_pc15
70,h_500_weekave_mexico_gulf_pc16
71,h_850_weekave_mexico_gulf_pc17
72,t_500_weekave_conus_pc19
72,h_500_weekave_conus_pc19
73,t_850_weekave_conus_pc19
74,ts_weekave_conus_pc20
75,ts_weekave_pacific_trop_pc10
76,ts_weekave_mexico_gulf_pc13
77,t_500_weekave_mexico_gulf_pc11
78,h_500_weekave_mexico_gulf_pc18
79,slp_weekave_mexico_gulf_pc18
80,h_850_weekave_mexico_gulf_pc20
81,ts_weekave_mexico_gulf_pc19
82,t_500_weekave_mexico_gulf_pc19
83,ts_weekave_atlantic_ocean_pc7
84,t_850_weekave_mexico_gulf_pc20
85,slp_weekave_mexico_gulf_pc17
85,h_850_weekave_mexico_gulf_pc15
86,slp_weekave_mexico_gulf_pc20
86,h_850_weekave_mexico_gulf_pc18
87,h_500_weekave_mexico_gulf_pc19
88,ts_weekave_mexico_gulf_pc12
89,t_850_weekave_mexico_gulf_pc14
90,h_850_weekave_mexico_gulf_pc14
90,slp_weekave_mexico_gulf_pc19
91,h_500_weekave_mexico_gulf_pc17
92,t_500_weekave_mexico_gulf_pc17
93,slp_weekave_mexico_gulf_pc14
93,h_850_weekave_mexico_gulf_pc11
94,t_500_weekave_mexico_gulf_pc9
95,h_500_weekave_mexico_gulf_pc10
96,t_850_weekave_mexico_gulf_pc13
97,h_850_weekave_mexico_gulf_pc16
98,t_850_weekave_mexico_gulf_pc10
99,ts_weekave_mexico_gulf_pc15
100,t_500_weekave_mexico_gulf_pc12
101,h_500_weekave_mexico_gulf_pc13
102,ts_weekave_mexico_gulf_pc11
103,slp_weekave_mexico_gulf_pc13
104,slp_weekave_mexico_gulf_pc12
104,h_850_weekave_mexico_gulf_pc10
105,h_500_weekave_mexico_gulf_pc11
106,t_500_weekave_mexico_gulf_pc10
107,h_850_weekave_mexico_gulf_pc13
108,slp_weekave_mexico_gulf_pc16
109,t_850_weekave_mexico_gulf_pc12
110,slp_weekave_mexico_gulf_pc15
110,h_850_weekave_mexico_gulf_pc12
111,h_500_weekave_mexico_gulf_pc14
112,ts_weekave_mexico_gulf_pc9
113,t_850_weekave_mexico_gulf_pc18
114,ts_weekave_mexico_gulf_pc10
115,t_850_weekave_mexico_gulf_pc15
116,slp_weekave_mexico_gulf_pc10
116,t_850_weekave_mexico_gulf_pc7
117,t_850_weekave_conus_pc20
118,t_500_weekave_mexico_gulf_pc7
118,h_500_weekave_mexico_gulf_pc8
119,h_500_weekave_conus_pc10
119,t_500_weekave_conus_pc10
120,h_850_weekave_conus_pc10
120,slp_weekave_conus_pc10
121,slp_weekave_mexico_gulf_pc11
121,h_850_weekave_mexico_gulf_pc8
122,h_500_weekave_mexico_gulf_pc9
123,h_850_weekave_mexico_gulf_pc9
124,slp_weekave_mexico_gulf_pc8
124,h_850_weekave_mexico_gulf_pc7
125,t_850_weekave_mexico_gulf_pc6
125,h_500_weekave_mexico_gulf_pc6
126,ts_weekave_mexico_gulf_pc7
126,t_850_weekave_mexico_gulf_pc5
127,t_500_weekave_mexico_gulf_pc6
127,h_500_weekave_mexico_gulf_pc5
128,slp_weekave_mexico_gulf_pc6
128,ts_weekave_mexico_gulf_pc5
129,t_850_weekave_mexico_gulf_pc16
130,t_500_weekave_mexico_gulf_pc13
131,slp_weekave_east_asia_pc19
131,h_850_weekave_east_asia_pc15
132,t_850_weekave_east_asia_pc17
132,h_500_weekave_east_asia_pc15
133,ts_weekave_east_asia_pc17
134,t_500_weekave_east_asia_pc18
134,h_500_weekave_east_asia_pc19
135,h_850_weekave_east_asia_pc14
135,h_500_weekave_east_asia_pc16
136,t_850_weekave_east_asia_pc16
136,ts_weekave_east_asia_pc15
137,h_500_weekave_east_asia_pc20
137,t_500_weekave_east_asia_pc20
137,t_850_weekave_east_asia_pc19
138,ts_weekave_east_asia_pc18
139,t_850_weekave_east_asia_pc20
140,h_500_weekave_east_asia_pc17
140,h_850_weekave_east_asia_pc17
141,t_850_weekave_east_asia_pc18
141,t_500_weekave_east_asia_pc19
141,h_500_weekave_east_asia_pc18
142,t_500_weekave_pacific_ocean_pc7
142,t_850_weekave_pacific_ocean_pc6
142,h_500_weekave_pacific_ocean_pc6
142,h_850_weekave_pacific_ocean_pc6
