Group,Mean_Importance,Std_Importance,Group_Size
403,0.08611728821388845,0.04086180515981273,11
307,0.04738518253183273,0.020817923056562212,6
292,0.046129209528825044,0.021953013312117884,6
401,0.044108209785170695,0.01508448582953763,7
146,0.02921224742778028,0.025846182311732555,2
6,0.028344030095881136,0.007778491143437817,1
399,0.02328253694111666,0.01955362426062014,11
209,0.020600902397992726,0.006440856895439165,2
290,0.019538773559674816,0.01617568823714369,7
210,0.01677773021852431,0.006968299748373197,4
300,0.016618644279823513,0.004896007863269241,2
302,0.015488393364169895,0.005125225677120734,1
47,0.01543113692687772,0.008042472383028342,1
295,0.014780713220147668,0.01002524936165917,7
78,0.014180305877289624,0.0078044252848450514,5
34,0.013809418695298526,0.004864490467276811,1
253,0.013566153159472271,0.004743992214916269,2
285,0.013454747656025213,0.008698986948322125,4
291,0.013417185686592514,0.017907091309469134,8
416,0.01292162412288773,0.008210276663966962,2
381,0.01280142860021396,0.007204076367511805,5
342,0.01274953308580482,0.007692047880392441,4
506,0.01245906459528534,0.00904657808311393,3
487,0.012105211876890287,0.003934823601148024,1
424,0.01136308370025887,0.007850121010741578,1
511,0.010892442290589699,0.006664873771994207,3
338,0.010788614269238916,0.010261419920981424,3
347,0.010383258590800182,0.0027983510043107364,1
395,0.010258726092530956,0.009226871462899982,5
140,0.009792795759435525,0.00460853630974114,2
57,0.009638438669118444,0.007093701247683383,2
183,0.00953218343530482,0.003362269152014554,1
176,0.009361891751546825,0.004635132531011947,1
2,0.00928182410770555,0.0059704955594187935,1
293,0.009280710215081455,0.006444088229233506,1
530,0.009198792379414834,0.004519790095262895,1
256,0.008473519299934385,0.006033458117109726,2
105,0.008255083086311643,0.00401559990060128,1
553,0.008136202342182663,0.003930223075208383,1
278,0.008064116849270686,0.005356957484507265,3
234,0.007989872333674342,0.00517819745773767,1
529,0.007920177178658339,0.0027703338985303923,1
44,0.007789895637533117,0.0037465482430716897,1
18,0.00777435714543886,0.013107946167077271,1
301,0.007661921899368984,0.007441010620152546,5
386,0.007613371093676857,0.012452480768272682,8
273,0.007463877500235227,0.005711183494348339,3
203,0.007414173453437911,0.002685891057183121,1
402,0.007394704106122418,0.017805376113931525,8
216,0.007351674376294426,0.006931544304130593,2
130,0.007336526531880061,0.0025055588727494918,1
67,0.0071766884954190145,0.006139923210149781,4
294,0.007172862786933809,0.009391564359883699,5
327,0.007122269453537111,0.005295093944722584,2
104,0.007108434126637331,0.006742625566377346,3
217,0.007028635358128099,0.004566906760610496,1
324,0.007022444177886911,0.00543735461526072,2
173,0.006958715641695879,0.005982927667967315,3
389,0.0069440926039701974,0.010002635001130513,12
369,0.006915702614153307,0.006683733204990023,2
58,0.006798985016522785,0.00427889033417666,2
83,0.006797641018324629,0.0057952370279124865,2
360,0.00676260839096674,0.014185516502300806,7
276,0.00662716204682523,0.0027367338311690345,1
96,0.006574297053930955,0.006141155350721326,2
191,0.006570070580249965,0.0042876312917080606,1
447,0.006543404739590563,0.0031041908681626886,1
319,0.006361904114628026,0.002247710702673273,1
238,0.006256133921133689,0.002790587595589754,2
383,0.006193287368271338,0.004053964159613111,2
550,0.006189680407819776,0.0036123285060748926,1
124,0.006108080392022241,0.007233467952326269,3
118,0.00597112770653947,0.0052738624268178136,1
213,0.005616974613194792,0.005635298281374742,3
184,0.005578713238113675,0.004581062168774555,1
259,0.0054978187744844755,0.004715369525718348,2
462,0.005442106837856464,0.0029972297930834745,1
517,0.0054394055197323436,0.005282732449995488,3
114,0.005398563131203638,0.004710220500084621,1
483,0.005381423752878955,0.0034084736099044195,1
241,0.005358967303090445,0.003336315796677266,2
298,0.0053337929209985365,0.0068816961588299055,1
207,0.0051242607075903555,0.0035016620191542823,1
431,0.005064720936144873,0.0074489617079979194,2
97,0.005054332977440179,0.005607484337324027,2
56,0.004956116011182665,0.0023160676560774096,2
396,0.004932171799376395,0.006677067621191506,2
323,0.004898394114836701,0.003917839627591099,1
262,0.004879526507691967,0.006767593227588511,2
242,0.004874176794638707,0.0027936843366539493,2
86,0.004871259161515695,0.005392907603563342,2
61,0.0047915026459748765,0.002450235438624844,1
450,0.004755027778447385,0.003095248860019563,2
115,0.004741984196825122,0.0053860481888933385,2
240,0.004721895248346808,0.004210124780050835,2
318,0.004626151105584242,0.0034916363934930496,1
117,0.004588642908799301,0.00790911467613374,2
412,0.0045882174914155804,0.002750349383637055,2
376,0.004534430732015071,0.0036300823323044762,1
227,0.004533286274695225,0.003506108891608,1
204,0.004517192091648692,0.004601510253123347,2
224,0.004502866793862292,0.00521904300188371,1
341,0.004488991008317988,0.003422709225969706,2
423,0.004433709111561246,0.002358872848205324,1
407,0.004412635523620523,0.00918185390282163,2
531,0.004401970338344885,0.0034281014979700235,1
129,0.004401637482644283,0.003847335806028009,2
345,0.004373436490000326,0.005588054400315468,1
171,0.004320063488877679,0.0027051756966110373,2
102,0.004291059078681414,0.0020432811262159024,1
427,0.004283121504915765,0.0031312843626297633,1
561,0.004257968673368406,0.0036274110777427715,2
258,0.004251626784773155,0.004489787675750846,2
219,0.0041979448626848995,0.005495113351229168,2
480,0.0038626952880910894,0.007425240418051514,1
267,0.0038569966708296376,0.0025393350832202243,1
522,0.0038534596645761533,0.004069678598074841,1
136,0.003852689355316752,0.003997350487994995,2
340,0.0037558820744865605,0.008818188329701453,4
30,0.003678439805494804,0.0032161295279020726,1
39,0.0036207727793050814,0.002504166379501771,1
367,0.003575775676944204,0.002539337734289115,2
411,0.0035033382998860495,0.0030113626706290623,1
387,0.003446982855104519,0.007020682328906272,4
498,0.003409883920897627,0.004592728227642483,3
551,0.0033666248188409576,0.004008548400237652,2
393,0.0033664419580563985,0.005903480446776161,3
163,0.003353147982019955,0.00467305102240102,2
516,0.0033425842208514743,0.0037579145408563083,1
16,0.0033042948900421365,0.0024576420702950783,1
54,0.0032829655950425084,0.005443555437647725,2
1,0.00308266124076777,0.004810144366863498,1
417,0.0030025589933031505,0.002715328675093769,1
471,0.002983388399999942,0.001777326285746371,1
361,0.0029711556111829294,0.00392015352800505,2
52,0.0029664247401631092,0.0022712566288655847,1
197,0.0029209478712117765,0.004377928710657255,1
470,0.002897749811098649,0.003084539763395915,1
449,0.002873912628342179,0.003287310024726727,1
178,0.0028562954375057183,0.0019181764497108302,1
415,0.002850720785062588,0.004933443288407025,2
499,0.0028476117389356404,0.005675610246337087,2
106,0.0028220029587681774,0.002465257879044558,1
236,0.002814100025498334,0.00250739048593728,1
266,0.0027830316058652825,0.004262674270525922,2
503,0.002765648618305594,0.008838905315512603,2
508,0.002759663941596191,0.0038195789058455974,1
364,0.0027445519628162885,0.01097209965775178,6
437,0.0027277458410900125,0.0031387804554050573,1
125,0.0026928656728968823,0.004193831780046423,1
91,0.0026656471385369863,0.0073925165028773995,4
243,0.002659833840731096,0.0072065062809655465,2
166,0.0026376704911190707,0.0018926780413182978,1
145,0.002612791689298266,0.012423441836641833,1
284,0.0025888218846271014,0.003928458852664547,1
486,0.0025864448284679043,0.003167974814970001,1
92,0.0025808168506330277,0.0018218165651571613,1
100,0.0025421815965752438,0.0060160800542466576,2
406,0.0025293569706141385,0.004513423668525325,2
138,0.0025019694511308364,0.004427298755454442,2
50,0.002495940757344428,0.003568337469707698,1
65,0.0024791782763524672,0.003728345298341051,2
440,0.0024514847175142406,0.0033536472383503602,1
32,0.002451188356791878,0.0032084202618684688,1
265,0.0024244690014054273,0.002435046935855869,1
310,0.0023833277920105368,0.0040956492157365396,2
36,0.002300468278910639,0.0021395064361458796,1
226,0.0022567150906722235,0.002817457189741736,1
547,0.00222332452338776,0.003052847310688419,1
182,0.0021590556755579195,0.007686263058835855,1
75,0.00215889221620742,0.006377828347639992,3
5,0.0021260435760305898,0.0031153201957231937,1
186,0.0020958710002561,0.003734638311112293,1
414,0.0020729146301396105,0.006705039995676998,2
453,0.0020649503335866902,0.0028529388201269388,1
206,0.002037731234327289,0.005716697219581632,3
254,0.0020067565423696363,0.004392025818045687,2
463,0.0019488787961897459,0.005543417965296744,2
456,0.0019423363246734659,0.0066166784076160225,2
230,0.0019215535600848987,0.005059857454082554,2
280,0.0019127419308947679,0.005495876354360707,3
519,0.0019053636782514261,0.006973593345495689,2
10,0.0018839725389002914,0.0020890690438217477,1
24,0.001853881757588649,0.002084236681230613,1
352,0.00185208417016689,0.005351872375408823,1
421,0.001798959460577354,0.004422133101073938,1
123,0.0017925927864808956,0.007436980862865191,2
232,0.0017905660505078912,0.001490407067749016,1
85,0.0017813390600701418,0.0045252427833442944,2
270,0.0017723451178131456,0.004281341501714072,1
9,0.001765716517124094,0.004528801767470641,2
261,0.0017513487173580699,0.002871337578726724,1
532,0.0017124298599719978,0.0029317370259964656,1
312,0.0017102790023110436,0.006192315502882293,2
358,0.00168255757947513,0.0060827533056920955,3
12,0.0016695624620595595,0.009552844942092709,2
247,0.0016562717760866263,0.00373895060848014,2
198,0.0016428654406219323,0.0014210014634031794,1
107,0.0015927987101939322,0.0016210093124001087,1
111,0.0015759859048327662,0.003491369583636167,1
370,0.0015661048097456386,0.005822890817913056,4
205,0.0015116755273998806,0.007095158398391331,2
333,0.0015004337518780275,0.003093382895178927,2
77,0.0013919990258209225,0.003752500839938129,2
223,0.0013718838516515674,0.003870523049885223,1
154,0.001357277911867616,0.005115267740192867,2
160,0.0013552152432501964,0.0020868180006980803,1
321,0.0013251312058262243,0.0017491067705018033,1
51,0.0013130971374201827,0.0039908967804779885,1
177,0.0012911769449540423,0.0014808821873403323,1
308,0.0012897812583680945,0.007301349252157659,3
400,0.001285351722741801,0.007527256989666931,6
62,0.0012783490847243506,0.0040879370172002905,2
444,0.001248902701900434,0.005832128675514494,2
337,0.0012389123449877636,0.0074605628890443525,5
153,0.0012205377183827082,0.0034007862447669314,2
538,0.0012174963643027503,0.002838416163740338,1
515,0.0012072932616700172,0.0049579354805412345,1
346,0.0012041911455363597,0.0017913150972750705,1
496,0.001196270259571186,0.0013182005257041322,1
269,0.0011776324857485144,0.0035001727912802177,2
200,0.0011577077012504765,0.0027129170838057497,1
504,0.0011565154873871997,0.005608626250933994,1
495,0.0011508049486074867,0.00419826552610988,5
161,0.0011432082092974305,0.0019038771036188262,1
169,0.0011102221127283762,0.003157350491742136,1
435,0.0010765062470453834,0.002559978836991003,1
316,0.00101996698474478,0.005624016889203665,1
45,0.0010146806206363657,0.0022046136610292806,1
152,0.0009389158739563364,0.006624481997142231,2
459,0.000889323048502888,0.002940979494238337,1
88,0.0008699475658293209,0.004240856727663774,2
563,0.0008518607964476566,0.0021800133081946674,1
193,0.000840387880436566,0.0034748362788514808,1
557,0.0008240628536495542,0.00239265915799164,1
514,0.0007973939871655844,0.0036325873513305407,1
368,0.0007686414432097166,0.0035759811541412495,2
128,0.0007348050544831785,0.004210172644459996,3
507,0.0006954035083157172,0.0041619885011838905,3
