Group,Mean_Importance,Std_Importance,Group_Size,Feature,Region,Horizon
388,0.4418077412797961,0.0589350434771691,11,MW_current_week,MW,1
388,0.4418077412797961,0.0589350434771691,11,t_850_weekave_southern_canada_pc3,MW,1
388,0.4418077412797961,0.0589350434771691,11,ts_weekave_southern_canada_pc3,MW,1
388,0.4418077412797961,0.0589350434771691,11,t_500_weekave_southern_canada_pc3,MW,1
388,0.4418077412797961,0.0589350434771691,11,h_500_weekave_conus_mean,MW,1
388,0.4418077412797961,0.0589350434771691,11,t_850_weekave_conus_mean,MW,1
388,0.4418077412797961,0.0589350434771691,11,ts_weekave_conus_mean,MW,1
388,0.4418077412797961,0.0589350434771691,11,t_500_weekave_conus_mean,MW,1
388,0.4418077412797961,0.0589350434771691,11,h_500_weekave_conus_pc2,MW,1
388,0.4418077412797961,0.0589350434771691,11,t_500_weekave_conus_pc1,MW,1
388,0.4418077412797961,0.0589350434771691,11,h_500_weekave_southern_canada_pc3,MW,1
387,0.3239114008632519,0.0468864347239683,8,slp_weekave_southern_canada_mean,MW,1
387,0.3239114008632519,0.0468864347239683,8,slp_weekave_southern_canada_pc1,MW,1
387,0.3239114008632519,0.0468864347239683,8,h_850_weekave_southern_canada_pc2,MW,1
387,0.3239114008632519,0.0468864347239683,8,t_500_weekave_pacific_ocean_pc2,MW,1
387,0.3239114008632519,0.0468864347239683,8,slp_weekave_pacific_ocean_pc3,MW,1
387,0.3239114008632519,0.0468864347239683,8,h_850_weekave_pacific_ocean_pc3,MW,1
387,0.3239114008632519,0.0468864347239683,8,t_850_weekave_pacific_ocean_pc2,MW,1
387,0.3239114008632519,0.0468864347239683,8,h_500_weekave_pacific_ocean_pc2,MW,1
389,0.1303657282196861,0.0213336807545834,7,h_850_weekave_southern_canada_mean,MW,1
389,0.1303657282196861,0.0213336807545834,7,h_500_weekave_southern_canada_pc1,MW,1
389,0.1303657282196861,0.0213336807545834,7,h_850_weekave_southern_canada_pc1,MW,1
389,0.1303657282196861,0.0213336807545834,7,slp_weekave_southern_canada_pc2,MW,1
389,0.1303657282196861,0.0213336807545834,7,t_500_weekave_southern_canada_mean,MW,1
389,0.1303657282196861,0.0213336807545834,7,ts_weekave_southern_canada_mean,MW,1
389,0.1303657282196861,0.0213336807545834,7,h_500_weekave_southern_canada_mean,MW,1
293,0.1302833436643111,0.023624737913668,6,h_850_weekave_arctic_pc2,MW,1
293,0.1302833436643111,0.023624737913668,6,ts_weekave_arctic_pc3,MW,1
293,0.1302833436643111,0.023624737913668,6,t_500_weekave_arctic_pc2,MW,1
293,0.1302833436643111,0.023624737913668,6,t_850_weekave_arctic_pc2,MW,1
293,0.1302833436643111,0.023624737913668,6,h_500_weekave_arctic_pc2,MW,1
293,0.1302833436643111,0.023624737913668,6,slp_weekave_arctic_pc2,MW,1
374,0.0824057127257445,0.019775015354871,12,ts_weekave_mexico_gulf_pc2,MW,1
374,0.0824057127257445,0.019775015354871,12,ts_weekave_conus_pc2,MW,1
374,0.0824057127257445,0.019775015354871,12,h_500_weekave_mexico_gulf_pc2,MW,1
374,0.0824057127257445,0.019775015354871,12,t_850_weekave_mexico_gulf_pc1,MW,1
374,0.0824057127257445,0.019775015354871,12,slp_weekave_conus_pc4,MW,1
374,0.0824057127257445,0.019775015354871,12,h_850_weekave_mexico_gulf_pc2,MW,1
374,0.0824057127257445,0.019775015354871,12,t_500_weekave_conus_pc2,MW,1
374,0.0824057127257445,0.019775015354871,12,slp_weekave_mexico_gulf_pc2,MW,1
374,0.0824057127257445,0.019775015354871,12,h_850_weekave_conus_pc2,MW,1
374,0.0824057127257445,0.019775015354871,12,t_850_weekave_conus_pc2,MW,1
374,0.0824057127257445,0.019775015354871,12,h_500_weekave_conus_pc1,MW,1
374,0.0824057127257445,0.019775015354871,12,t_850_weekave_mexico_gulf_mean,MW,1
308,0.0694585529301381,0.0227959291573485,6,slp_weekave_arctic_pc4,MW,1
308,0.0694585529301381,0.0227959291573485,6,slp_weekave_east_asia_pc3,MW,1
308,0.0694585529301381,0.0227959291573485,6,h_850_weekave_arctic_pc4,MW,1
308,0.0694585529301381,0.0227959291573485,6,h_500_weekave_arctic_pc5,MW,1
308,0.0694585529301381,0.0227959291573485,6,h_850_weekave_east_asia_pc3,MW,1
308,0.0694585529301381,0.0227959291573485,6,h_500_weekave_east_asia_pc3,MW,1
386,0.0630471264260581,0.020130866442336,7,slp_weekave_conus_mean,MW,1
386,0.0630471264260581,0.020130866442336,7,h_850_weekave_mexico_gulf_pc1,MW,1
386,0.0630471264260581,0.020130866442336,7,h_850_weekave_southern_canada_pc4,MW,1
386,0.0630471264260581,0.020130866442336,7,slp_weekave_southern_canada_pc4,MW,1
386,0.0630471264260581,0.020130866442336,7,slp_weekave_mexico_gulf_pc1,MW,1
386,0.0630471264260581,0.020130866442336,7,slp_weekave_conus_pc2,MW,1
386,0.0630471264260581,0.020130866442336,7,h_850_weekave_conus_pc1,MW,1
375,0.0402258029419033,0.0098660967143056,7,t_850_weekave_mexico_gulf_pc2,MW,1
375,0.0402258029419033,0.0098660967143056,7,ts_weekave_conus_pc3,MW,1
375,0.0402258029419033,0.0098660967143056,7,t_850_weekave_conus_pc3,MW,1
375,0.0402258029419033,0.0098660967143056,7,t_500_weekave_mexico_gulf_pc2,MW,1
375,0.0402258029419033,0.0098660967143056,7,ts_weekave_mexico_gulf_pc1,MW,1
375,0.0402258029419033,0.0098660967143056,7,t_500_weekave_conus_pc3,MW,1
375,0.0402258029419033,0.0098660967143056,7,ts_weekave_mexico_gulf_mean,MW,1
393,0.0388717162653927,0.0130564657352091,8,h_850_weekave_southern_canada_pc5,MW,1
393,0.0388717162653927,0.0130564657352091,8,t_500_weekave_southern_canada_pc5,MW,1
393,0.0388717162653927,0.0130564657352091,8,h_500_weekave_southern_canada_pc5,MW,1
393,0.0388717162653927,0.0130564657352091,8,h_850_weekave_atlantic_ocean_pc3,MW,1
393,0.0388717162653927,0.0130564657352091,8,h_500_weekave_atlantic_ocean_pc3,MW,1
