Region,Horizon,Feature,Importance
W,1,h_500_weekave_atlantic_ocean_pc6,-0.0038849363704154703
W,1,h_500_weekave_atlantic_trop_pc6,-0.0013218993236774187
W,1,h_500_weekave_conus_pc6,0.000779940677028268
W,1,h_500_weekave_east_asia_pc6,-0.008437396560511257
W,1,h_500_weekave_mexico_gulf_pc6,-0.00579043619109522
W,1,h_500_weekave_pacific_ocean_pc6,0.014702056799886195
W,1,h_500_weekave_pacific_trop_pc6,-0.00045160615978749873
W,1,h_500_weekave_southern_canada_pc6,-0.0022966604577954186
W,1,h_850_weekave_arctic_pc6,0.0014825048869716955
W,1,h_850_weekave_atlantic_ocean_pc6,0.0014054046030292256
W,1,h_850_weekave_atlantic_trop_pc6,-0.0007773672293584018
W,1,h_850_weekave_conus_pc6,-0.00029806044810039013
W,1,h_850_weekave_east_asia_pc6,2.726413472847374e-05
W,1,h_850_weekave_mexico_gulf_pc6,-0.00033582512344801547
W,1,h_850_weekave_pacific_ocean_pc6,-0.00544811990485566
W,1,h_850_weekave_pacific_trop_pc6,0.0009585725485359002
W,1,h_850_weekave_southern_canada_pc6,0.001796290736431357
W,1,slp_weekave_arctic_pc6,-0.0033334708186596746
W,1,slp_weekave_atlantic_ocean_pc6,0.00423225923668058
W,1,slp_weekave_atlantic_trop_pc6,0.0027918153339595206
W,1,slp_weekave_conus_pc6,0.004657378728097387
W,1,slp_weekave_east_asia_pc6,-0.0025400008343537434
W,1,slp_weekave_mexico_gulf_pc6,-0.0055599925712855065
W,1,slp_weekave_pacific_ocean_pc6,0.011903601346043046
W,1,slp_weekave_pacific_trop_pc6,0.0019164841396326793
W,1,slp_weekave_southern_canada_pc6,0.018765967697737196
W,1,t_500_weekave_arctic_pc6,-0.002817484663228065
W,1,t_500_weekave_atlantic_ocean_pc6,-0.004720396285460726
W,1,t_500_weekave_atlantic_trop_pc6,-0.0025186553617840167
W,1,t_500_weekave_conus_pc6,0.003032188282063923
W,1,t_500_weekave_east_asia_pc6,0.004735620648460425
W,1,t_500_weekave_mexico_gulf_pc6,-0.006129286125823708
W,1,t_500_weekave_pacific_ocean_pc6,0.002221063385584543
W,1,t_500_weekave_pacific_trop_pc6,0.0010503086856680295
W,1,t_500_weekave_southern_canada_pc6,-0.004034774715930508
W,1,t_850_weekave_arctic_pc6,-0.00133720944631938
W,1,t_850_weekave_atlantic_ocean_pc6,-0.003545191666437179
W,1,t_850_weekave_atlantic_trop_pc6,-0.0008308670355628027
W,1,t_850_weekave_conus_pc6,-0.005826095591990891
W,1,t_850_weekave_east_asia_pc6,-0.0020517090707524942
W,1,t_850_weekave_mexico_gulf_pc6,0.010609416915457833
W,1,t_850_weekave_pacific_ocean_pc6,0.010526302176278524
W,1,t_850_weekave_pacific_trop_pc6,-0.002297689869543499
W,1,t_850_weekave_southern_canada_pc6,-0.002301363685298193
W,1,ts_weekave_arctic_pc6,-0.0005146875173717073
W,1,ts_weekave_atlantic_ocean_pc6,0.0012291500231965458
W,1,ts_weekave_atlantic_trop_pc6,-0.0013577682050951148
W,1,ts_weekave_conus_pc6,-0.0026254606178965764
W,1,ts_weekave_east_asia_pc6,0.0007292490460326206
W,1,ts_weekave_mexico_gulf_pc6,0.001588729662625088
W,1,ts_weekave_pacific_ocean_pc6,-0.00048737011316980864
W,1,ts_weekave_pacific_trop_pc6,0.0014819349160576738
W,1,ts_weekave_southern_canada_pc6,0.00195171176876426
W,1,h_500_weekave_arctic_pc7,0.00038338094858172413
W,1,h_500_weekave_atlantic_ocean_pc7,0.0005919747562558678
W,1,h_500_weekave_atlantic_trop_pc7,-0.0018219337668226921
W,1,h_500_weekave_conus_pc7,0.0015839212435125797
W,1,h_500_weekave_east_asia_pc7,-0.0015252826949203305
W,1,h_500_weekave_mexico_gulf_pc7,-0.004855072760060638
W,1,h_500_weekave_pacific_ocean_pc7,-0.0008942873618379643
W,1,h_500_weekave_pacific_trop_pc7,-0.004596201517038256
W,1,h_500_weekave_southern_canada_pc7,0.003724499721544857
W,1,h_850_weekave_arctic_pc7,-0.0020165662976708337
W,1,h_850_weekave_atlantic_ocean_pc7,-0.0005301315282456956
W,1,h_850_weekave_atlantic_trop_pc7,0.0001878546661339205
W,1,h_850_weekave_conus_pc7,0.0009460914473058561
W,1,h_850_weekave_east_asia_pc7,0.00029552083410241774
W,1,h_850_weekave_mexico_gulf_pc7,-0.0027950746842079137
W,1,h_850_weekave_pacific_ocean_pc7,0.0019676837827066864
W,1,h_850_weekave_pacific_trop_pc7,0.0030094924202205497
W,1,h_850_weekave_southern_canada_pc7,0.0003020492850307181
W,1,slp_weekave_arctic_pc7,0.004009473498154126
W,1,slp_weekave_atlantic_ocean_pc7,-0.00087262224583237
W,1,slp_weekave_atlantic_trop_pc7,0.0015956542429285273
W,1,slp_weekave_conus_pc7,-0.006111430047703958
W,1,slp_weekave_east_asia_pc7,-0.003314559493335345
W,1,slp_weekave_mexico_gulf_pc7,-0.0028487729135801367
W,1,slp_weekave_pacific_ocean_pc7,-0.005426774589539374
W,1,slp_weekave_pacific_trop_pc7,-0.0019170201674499233
W,1,slp_weekave_southern_canada_pc7,0.0033246002099616293
W,1,t_500_weekave_arctic_pc7,-0.004173446938088136
