Group,Mean_Importance,Std_Importance,Group_Size
247,0.03240508831524132,0.009717901365991308,8
340,0.02997274194980264,0.049852194499841795,2
355,0.025854317868821353,0.015900164932742284,4
263,0.024212431451511352,0.010616681047304415,8
250,0.01825450428209079,0.018322745134335926,12
273,0.015226260587398021,0.0049012054387732795,7
317,0.014110175758925614,0.010019480492440705,7
280,0.01344241686305998,0.003956907410161159,4
266,0.01231553095088227,0.004236062691503845,4
475,0.012114320899985032,0.00413723368854606,3
236,0.01140799510009698,0.005013353227772546,3
248,0.010628234719981755,0.00553193235310857,4
103,0.009264421618914654,0.003944930595061378,2
254,0.008595924988797821,0.00723650953891938,3
98,0.008446497834777,0.006032060559649404,2
258,0.008071297608703088,0.005523537058520199,4
300,0.008043670888873011,0.005243093028707286,3
252,0.007838261001040969,0.004618838792687905,5
454,0.007761717497008824,0.006676135487590904,3
298,0.007616393406954502,0.006124323442779194,6
233,0.0075596885110626125,0.004508468290213433,3
436,0.007491842434328389,0.003082453597153713,2
277,0.007344657299448531,0.008178560467281014,3
275,0.00710373224819163,0.0027180027818198313,3
500,0.006620284168306778,0.0037064485554082227,2
560,0.006607014272641054,0.0018691234133840452,1
319,0.006525492619779705,0.005225924773559105,6
393,0.006476825020276644,0.0038856009412011343,2
217,0.006435121805798127,0.004829090012581542,2
130,0.006350436054197805,0.0028274891158441254,2
551,0.006325725576557728,0.002071465603346684,1
463,0.006195608201095259,0.004508395558096086,3
176,0.006138270151110126,0.0024538859850130284,1
559,0.006006188309852956,0.0028405849387721713,1
43,0.006003553865577427,0.0029408018772234127,1
249,0.005998733011373503,0.006126069161528117,2
121,0.005857967869144031,0.004063496072248976,2
143,0.005834864213702273,0.002423891522492968,2
458,0.005819647449286513,0.004447682387900085,2
422,0.00573952635092394,0.0065039797000178605,3
397,0.005671504123506077,0.0048956586198154045,3
3,0.005565915736946847,0.002330415961458609,1
465,0.005393883563908952,0.006996874609465735,5
318,0.005380821241836697,0.009717709908854158,8
338,0.005363609137923042,0.0036710689276302586,1
354,0.005058476714160376,0.002803877226687345,2
538,0.005022571192328895,0.002701194826666761,1
408,0.004948199128207653,0.002643048001174024,1
381,0.004908644823238895,0.003380632921265441,2
68,0.004872163631120685,0.0029156684278996156,2
267,0.0048520016377139544,0.007004861799419501,4
54,0.004851186931903095,0.0017623624422633325,1
34,0.004851096772692465,0.008238472289242073,1
114,0.004615504173515106,0.0045588213979955265,2
488,0.00460607672146156,0.003076636025976709,1
171,0.00443412915028567,0.002483154697835183,2
510,0.004419891867226644,0.003301854691785954,1
27,0.004368177931127315,0.0025052885465925534,1
296,0.004245692994328376,0.005351723623168758,7
213,0.004241377862687301,0.003065723534693016,3
325,0.004184154608956802,0.005051676614748157,5
40,0.004086318706246273,0.0030416381619935077,2
145,0.004006968708953673,0.003281279616915292,2
564,0.003964540531641347,0.002142760274748266,1
64,0.0038072031119734005,0.0026413220803938966,1
359,0.0037964329066812576,0.002551836693920647,2
62,0.0037426565445329183,0.0023821662958526746,1
140,0.0037349357239793157,0.0033757235992157106,2
5,0.003720935234190881,0.0018331342313727239,1
527,0.0036859202148736615,0.0035488617705529135,1
164,0.0036442805350525463,0.0023740670186427255,2
215,0.0036173389634217125,0.0034543459728415453,2
85,0.0035936418552173334,0.003889468140016373,1
24,0.0035878097739677093,0.0022065462611709874,1
274,0.00356421578540842,0.0027852978927905996,2
507,0.0035156621891789365,0.0025020067441573024,1
291,0.003515587526909947,0.0030237693593078638,2
412,0.003483900960081865,0.0017912750331075076,1
124,0.0034602164227234057,0.002103756065255571,1
109,0.003427291608642813,0.001751219196812878,2
227,0.003314121910522649,0.0022413555945509935,2
16,0.0033015295220013563,0.004044252049206443,1
134,0.0032880487123208902,0.00376424711217022,1
326,0.0032355272032173143,0.0027406255234413666,2
174,0.0032198421738985684,0.003409397566126156,2
187,0.0031833297465782007,0.003421516891666791,2
172,0.0031619428097727996,0.0018321540421306118,1
286,0.0031607359950037496,0.007843135340150924,5
117,0.00314574782678525,0.0024139317321894994,2
231,0.0031195240414839454,0.003470521062350835,1
138,0.003105467848325727,0.0030210198690570293,3
413,0.003079929511753532,0.0023464622698778593,2
440,0.0030736387413918377,0.0032298726212563167,3
193,0.00305686960017435,0.002586344975669854,2
366,0.0029296282137964537,0.003341761987380131,3
278,0.0029191683228362297,0.005560612287941883,2
151,0.0029089491939183975,0.0022104429572251424,1
58,0.0028869634415561673,0.0035247260751548114,2
443,0.0028392027245859987,0.0016181742034765678,1
47,0.0027686838763794517,0.003134905973082626,1
498,0.0027350870499798672,0.0018006568890733187,2
78,0.0026995760367771737,0.0021041288159365885,1
262,0.0026928040841831978,0.005322146841654973,7
320,0.002646247428484383,0.003833621502543593,1
136,0.002643385643198348,0.0033264368950827075,3
83,0.002603394340133658,0.0031169628855880305,2
305,0.0025998798072583095,0.004511437216569466,5
420,0.002595359341161352,0.003204668973626741,2
123,0.002578757649851893,0.00227481664427544,1
396,0.0025346422915125456,0.0035568438075229787,2
48,0.0024742844620045724,0.0017880547632383762,1
116,0.0024698775448266817,0.002772528615027841,2
452,0.002432236152181222,0.0013008094662557961,1
28,0.0024252871001152255,0.0038359186554923633,1
315,0.0023629963436787803,0.009661043770653856,6
230,0.0023453975399510885,0.005209626414733981,5
539,0.0023257136270529166,0.0033247216945208376,1
94,0.002275842312965093,0.0019510642210308145,1
555,0.002269355852130994,0.0027191110531092173,1
229,0.002240350083899978,0.005729143336902214,1
214,0.002218912461900935,0.0015358096251238621,1
515,0.002189032918410172,0.0014604309629033516,1
525,0.00218761152291993,0.0015380843930165112,1
335,0.0021716037880156413,0.002193305656940471,1
365,0.0021153443903849656,0.0031752894565013627,2
101,0.002110441124861717,0.003624050771220183,2
484,0.0020751203130565444,0.0029062125284874626,3
177,0.0020446541479826053,0.0021571901472615617,1
189,0.0020347103796418686,0.0022401838398668095,1
191,0.0020141489165043324,0.003819053563838656,2
357,0.0020029251017894545,0.00571661735104383,4
451,0.0019785140955703275,0.0033427651086930846,1
20,0.0019626401099094525,0.002422082850706749,1
41,0.0018918905901674776,0.0021953296231192205,2
223,0.0018782947750333179,0.003683394771829611,3
73,0.0018616166777581712,0.0015933828227153776,1
39,0.0018354910464915442,0.0027604258033246064,2
84,0.001807649857523952,0.0024281911641856613,2
8,0.0017995369164799158,0.002115901933318372,1
100,0.0017935948122617784,0.0034846461070700495,2
459,0.0017606610820642744,0.005985573018728694,2
42,0.001743806025979211,0.0020089652690055515,1
95,0.0016826979357976058,0.0012265964049571888,1
349,0.001667950077755931,0.002218784083694044,1
9,0.0016609465592034133,0.0013779702185395602,1
490,0.0016579639626845388,0.0015906061162510605,1
386,0.0016375938849921834,0.0033777564640347147,3
74,0.0016296458704719186,0.001444634175112988,1
456,0.0016134111816151985,0.004797598523014004,2
7,0.0016098788327507218,0.002086092729276388,1
552,0.0015927096147133391,0.0026575898507439012,1
209,0.0015909898574963054,0.005430813427288811,3
289,0.0015871223150778046,0.002963573001071044,2
206,0.0015619764429081417,0.003565029285867609,2
160,0.0015465003120802123,0.0008894141715389849,1
6,0.0015026039034888416,0.0017851838201310333,1
544,0.001502388789583886,0.0028411864332709945,1
59,0.00150153443282961,0.0020954737377309593,1
487,0.0014997227538490864,0.0039000203763679326,1
299,0.0014948109843909928,0.0024590137958559965,1
35,0.0014784352491665764,0.0013008115336303086,1
418,0.0014701261089178797,0.0033418773255546384,2
442,0.0014596540514081545,0.0031596772837841703,1
476,0.0014419717584940983,0.003250964200556205,1
537,0.001429477449171168,0.0019604206773529004,1
14,0.001399235612674632,0.003487745003709914,1
256,0.001396052707434281,0.0027478102981829573,4
104,0.0013851120079564794,0.0035271748040216102,2
156,0.0013679068735449995,0.0027344665568445094,2
53,0.0013394839374677669,0.0010894374586611906,1
294,0.0012890137998720075,0.0019472234089573917,2
505,0.0012832974220410077,0.0013185431311696846,1
80,0.0012658821512093522,0.0019067368634931273,1
375,0.0012580282569513378,0.0021635159614577415,1
530,0.0012467757055825146,0.0017831174441577666,1
66,0.0012314929032168464,0.002197604019031133,1
372,0.001208305949720545,0.004611703340372023,2
11,0.001192418960063346,0.0033945757398130736,1
19,0.0011653025360218727,0.00175675205485743,1
99,0.0011599986046920917,0.0029306125260605393,2
36,0.0011567504752286518,0.0020745478660725075,1
81,0.0011389995605287418,0.0018832176127454455,1
361,0.0011325044047539646,0.001249105337497265,1
492,0.0011242350587898464,0.0012635839936519747,1
554,0.0010947776609463223,0.0023121495912521843,1
127,0.001054396056266871,0.003003625098936319,1
157,0.001046223629428411,0.0028428322073649234,2
516,0.0010428305256453552,0.0023240281816620184,1
17,0.0010350854763383488,0.002178335227939286,1
115,0.0010220968796923024,0.006646062498148723,2
468,0.0009625429694883891,0.0014473016157501687,1
547,0.000951144254584646,0.0016093128140198011,1
328,0.0009493815840826425,0.0017249872727751682,1
526,0.0009416604600893219,0.0015757969640927305,1
414,0.0009286949734416794,0.0016276809346453143,1
472,0.0008823790769687089,0.003465034624095831,2
424,0.0008764805052707825,0.0016723460695957145,1
535,0.0008654238159344185,0.005432897723744713,1
428,0.0008621602503999348,0.0016634723029547616,1
122,0.0008515465632679576,0.0015404331852705597,1
425,0.0008342464153494155,0.0017678906058805754,1
10,0.0008326470016058352,0.0036968996858476877,2
348,0.0008167805864515376,0.002698912502704754,2
322,0.0008071510014807437,0.004224705082623553,4
480,0.0007802414143212033,0.0022594922186875348,1
211,0.0007773434449553918,0.0023014706246063726,1
284,0.0007729979697229439,0.003429971037001193,2
460,0.0007515890527134417,0.002845502200704922,1
46,0.0007060522315064599,0.001356853963291003,1
146,0.0007000153304769885,0.002774284100527399,1
506,0.0006839026736118025,0.0035496479124676205,2
245,0.0006717057648973235,0.005394999353204136,2
25,0.0006675073528578767,0.001917465868479258,1
405,0.0006155824221711015,0.0025821426853650637,1
159,0.0005929596535770631,0.0024159545475262697,1
556,0.0005765024078398185,0.002413437403984371,1
185,0.0005508737377464268,0.0032685096854968474,2
350,0.0005463528650151872,0.0020722532260352444,1
370,0.0005231652117821284,0.001279993765730897,1
546,0.0005113550692985136,0.0017128676618580866,1
96,0.0005078435616725941,0.0034814166070518083,2
70,0.0005078007945535035,0.0021041705067584696,1
531,0.0005019231027376225,0.001598313618505795,1
224,0.00048189269506107026,0.0018617486180442814,1
18,0.0004550935696989278,0.0022764984274782937,1
380,0.0004073242070469441,0.00405119854170468,1
37,0.00039709761501072194,0.005759776334012654,1
400,0.0003672487136051839,0.002186151041021905,1
129,0.00036635311193204955,0.003148406108168752,2
105,0.0003459160890487034,0.0024531082075685633,1
479,0.00032414168746393025,0.0020008284068083458,1
419,0.0003043978989812679,0.003514800438945607,2
532,0.00029329340322825637,0.0019183820151452027,1
188,0.000285540786183569,0.003461611945287797,3
118,0.0002721431619283177,0.0009108260063225083,1
163,0.00026492208297317353,0.0017303446358300997,1
329,0.0002331552033211448,0.0027523971761500704,1
93,0.00022827984297637549,0.002538780168478115,1
12,0.00022816244009922216,0.0023404184440514804,1
469,0.00022321714729907073,0.0014152690818883859,1
501,0.0001904420760828973,0.0020436167197442866,1
131,0.00011490327995895555,0.002596563161501433,2
399,9.39556303637179e-05,0.0018591915153376708,1
502,7.929448545307416e-05,0.002501319901067945,1
110,7.423618202833105e-05,0.002223494727244926,2
216,6.734249046371765e-05,0.002415860992915326,2
464,5.335723299757511e-05,0.0021474192940383534,1
406,4.9324667911587736e-05,0.002773687527267353,2
445,3.772873523835152e-05,0.0016788564515983534,1
290,2.3093074420676985e-05,0.004778815290267437,4
181,1.8902744613713553e-05,0.002212694329748807,1
514,-8.292667899345574e-06,0.0015425925755630735,1
69,-1.3965417176020622e-05,0.0034908639052973105,2
373,-1.9271935328113442e-05,0.002706027247966059,2
65,-2.433039513958235e-05,0.0021421176513294208,1
536,-6.036626649263965e-05,0.0013594816132729752,1
71,-6.116254584465075e-05,0.0032317955515980207,2
165,-6.619632795556996e-05,0.0022374836220036207,1
219,-7.336261002177658e-05,0.00251436304290975,2
385,-9.09945578573268e-05,0.005275774611505992,3
26,-0.0001024718782503431,0.0016412433615297646,1
557,-0.00011543350863849611,0.0017815037592013921,1
360,-0.00014625029278629852,0.0020902539559335713,1
369,-0.0001582869890388139,0.001507775101759017,1
497,-0.0001680170379222634,0.0018177231371322175,1
363,-0.00017665099102393,0.0038693284473794234,2
528,-0.0001837229501371773,0.002085300927639902,1
352,-0.00018747324394170485,0.005883792105549689,5
450,-0.00021081996977456718,0.00432790159578329,3
301,-0.00021855901484060247,0.003324170707190799,2
133,-0.00023048598426198553,0.001581361222875772,1
416,-0.00025302528406854206,0.0011127469742885818,1
282,-0.00026903190768519104,0.0018604515441751005,1
166,-0.000269275755558418,0.006765857851267824,2
91,-0.0002757770610447352,0.0026882605564751095,1
402,-0.0002809702584022133,0.0031406326999528435,2
371,-0.00030005200267186894,0.0016462362729841122,1
259,-0.000312816661274784,0.01519498520392789,7
364,-0.00032054257195222033,0.0017869812204757947,2
391,-0.00032213647405558986,0.002072923624868856,1
462,-0.0003237489617733846,0.004134651622773685,3
481,-0.00032893431476881395,0.0014660318897673776,1
205,-0.00033162854580206516,0.003316745908525492,2
461,-0.000332299073858433,0.004044142100347355,2
529,-0.00035229675294261574,0.0017086578857424732,1
398,-0.00038824190202153553,0.0027104408981972693,1
194,-0.00039388348726623337,0.004927756771784543,5
489,-0.00039874913809891945,0.003548723535661791,2
421,-0.0004076425690667573,0.00421959441806752,2
448,-0.0004096921502136475,0.003592642714516517,2
444,-0.00044042314155849914,0.0037718154651005574,3
478,-0.000492939541430193,0.0014256224093785374,1
467,-0.0004992649684309125,0.002098932682326043,1
112,-0.0005001067289011285,0.002174839585483482,1
279,-0.0005092795701932662,0.0020769132053121905,1
392,-0.0005122448830742865,0.005232760324377441,3
437,-0.0005185627531705706,0.004461269098857577,1
221,-0.0005199609473734767,0.0016384903706558368,1
431,-0.0005397764501616997,0.0022742954647394023,1
22,-0.0005470681357055973,0.002645501450697415,1
496,-0.0005506777907523297,0.0016418075252438546,1
429,-0.0005518068320680581,0.0042247381867589326,3
519,-0.0005692976970526065,0.0015224816010050272,1
499,-0.0005783999648799832,0.0016388471891242212,1
302,-0.0005964417688037571,0.005301584576385002,5
208,-0.0006263939617579429,0.0032061875409079717,2
158,-0.0006613919859100647,0.0017734991514608243,1
453,-0.0006623999993467855,0.002269793206295938,1
228,-0.000668451590669239,0.0025491678895774006,3
178,-0.000672720272400218,0.0015921454970970745,1
88,-0.0006877597407613401,0.0023122680683912195,1
87,-0.0006888307661161441,0.0012225102173954185,1
562,-0.0006908882079164069,0.002473152504592734,1
485,-0.000720668654540324,0.0018023653747857662,1
522,-0.000721344975227689,0.003628875460349402,1
407,-0.0007234498553494895,0.001439636605655543,1
533,-0.0007486178761184181,0.001484448010882806,1
351,-0.0007752929450231871,0.005742992244167846,4
184,-0.0007804090659900176,0.0013210337656612604,1
287,-0.0008183539738541246,0.003290774207721809,2
33,-0.0008204861305059375,0.0035933289867185383,1
272,-0.0008257282695999901,0.003556664597821294,2
270,-0.0008292045207516363,0.01708611888704305,10
50,-0.0008675880564841699,0.0037809505690142987,1
423,-0.0008741510477550563,0.0026938647737327214,1
333,-0.0008856067957920377,0.003526829062237472,1
457,-0.0008864850003854841,0.001837506374680781,1
471,-0.0009020872875228125,0.0057528015321390655,2
383,-0.0009083476125199663,0.003699110606023825,1
494,-0.0009096749476652288,0.001691884722155208,1
125,-0.0009318195963604836,0.002279335693301355,1
255,-0.0009547285568005214,0.005078154415565378,3
126,-0.0009762739262423103,0.0038045895642458377,2
113,-0.0009873708537444514,0.0021424381948215135,1
404,-0.001013232420506238,0.004183064621624384,2
342,-0.0010261904608024341,0.0034044511961743833,2
222,-0.001032603877591054,0.00247572671454285,2
553,-0.001045227520410963,0.003172424685180056,1
550,-0.0010504629473542249,0.002298175905008501,1
